,Unnamed: 0,店铺名称,用户名,评论
61598,145,韩婆婆小院烧烤,咕噜周咕噜skr,来这边的最爱，不是之一 。好吃 每次男朋友来我都会带他来这里。牛肉粒真的太好吃了，烧仙草做得也一点不比外面奶茶店差。服务态度反正都是阿姨们在，没有特别热情也没有不好，反正挺自由的。我喜欢这种环境，还有鱿鱼也很好吃呀，生蚝扇贝也是最爱。。。。。。。。。。
61599,146,韩婆婆小院烧烤,WmO285613539,韩婆婆烤肉，菜品很丰富，位置也很好找，有一个院子可以停车，味道巴适。
61600,147,韩婆婆小院烧烤,Zzu560306239,除了上头的抽油烟机不行其他都很好，
61601,148,韩婆婆小院烧烤,喵喵喵喵喵？zz,五花肉很好吃，小点心也很好吃，其他的腌制的肉类感觉腌制的有点重口，有点咸。在院子里面烤不会有油烟散不出去，但是感觉吃的时候一停下来就会有些冷了
61602,149,韩婆婆小院烧烤,半生瓜3,不知为撒要在我的待评价列表里，感觉一般，将就。
61603,150,韩婆婆小院烧烤,fYD912008232,最喜欢她家的牛肉、茄子和小鲤鱼 烤起来相当美味 每次去就专注吃这三样?
61604,151,韩婆婆小院烧烤,ljv927996315,非常好，迟了很多次了一如既往的好，
61605,152,韩婆婆小院烧烤,NellyLing923,菜品还是比较多 环境也OK  味道玛的也比较合适 性价比蛮高
61606,153,韩婆婆小院烧烤,芒果酸奶jiang,菜品种类多，新鲜，沙拉甜点小吃样式丰富，位置也宽，还有停车位，很适合家庭朋友小聚，中午来的，也好多人，自助餐，但是菜品上得快，吃什么自己拿，看着什么都想吃。两个人都吃得好撑，性价比还是高，朋友聚会还会考虑。
61607,154,韩婆婆小院烧烤,knT632966734,肉很新鲜，味道很不错，脑花很好吃
61608,155,韩婆婆小院烧烤,我不爱吃糖哦,和ex来吃过很多很多次。味道不错，菜品丰富，新鲜。人很多，特别是周末，每次都要提前预约。今年五月份来这吃的是最后一次了吧。谁知道呢，吃完这顿就分手了。以后很大几率不会来温江了，还是有点想念这家烤肉的。
61609,156,韩婆婆小院烧烤,美丽世界89,荤菜素菜种类很多！环境很好绿化多！场地宽敞接地气！适合聚餐！公司经常在这里聚员工餐！服务态度很棒，阿姨们很和蔼！主动帮我吗调节火力大小！位置也好找！五花肉，奶茶?小吃水果也新鲜也很多也是适合带小盆友来！
61610,157,韩婆婆小院烧烤,obP917756296,服务态度挺好的，牛肉粒很好吃。
61611,158,韩婆婆小院烧烤,Nmr176046682,好吃，喜欢吃他家的粉丝扇贝，小乳猪。
61612,159,韩婆婆小院烧烤,图图图图ii,一级棒奶茶超级好喝，烤年糕我太爱了！我吃了两锅考年糕，狠自己肚子不争气吃不了那么多，但是五花肉真的太棒了吧，环境也很好，我觉得是我会再来的地方呢 【性价比】很高而且菜也很新鲜， 【口味】非常奈斯，刚刚好，
61613,160,韩婆婆小院烧烤,zuT336384912,前台人员服务态度很差，不过味道还可以
61614,161,韩婆婆小院烧烤,LLk368908373,好吃，喜欢，菜品新鲜，环境也挺好的，是我喜欢的！
61615,162,韩婆婆小院烧烤,哎哟喂哇色,味道挺棒的，各式各样美味的菜品，花样繁多，口味独特，经济实惠，服务周到，下次有机会还会再来光顾。味道挺棒的，各式各样美味的菜品，花样繁多，口味独特，经济实惠，服务周到，下次有机会还会再来光顾。味道挺棒的，各式各样美味的菜品，花样繁多，口味独特，经济实惠，服务周到，下次有机会还会再来光顾。
61616,163,韩婆婆小院烧烤,pUx186298064,666
61617,164,韩婆婆小院烧烤,LLk368908373,好吃，环境，菜品都不错！
61618,165,韩婆婆小院烧烤,黑色决明子,再一次打卡韩婆婆，个人认为是温江最好的自助烤肉。就在鱼凫路的尾巴上，地方好找，也好停车。大力推荐本人最好的烤脑花儿和鸡皮。煮完的脑花锅底还可以煮点儿小瓜啊，土豆啊这些素菜。还有烧仙草，布丁，冰淇淋，奶茶哟！喜欢烧烤的小可爱们一定要去打卡哟。
61619,166,韩婆婆小院烧烤,小二娃的哥,去过很多家自助烤肉，这家的烤肉真的强烈推荐。
61620,167,韩婆婆小院烧烤,UbU941926466,食材新鲜，味道不错，可以来试试
61621,168,韩婆婆小院烧烤,akkkk1,晚上去的 去的时候发现菜品不算特别多 扇贝这种都是一点点拿出来 辣椒碟子特别麻 麻嘴
61622,169,韩婆婆小院烧烤,小二娃的哥,好吃
61623,170,韩婆婆小院烧烤,Mr_C_C_,【口味】吃了几年了，味道可以。 【环境】院子挺大，位置挺多的，但架不住来的人也多。 【服务】嬢嬢们服务周到。
61624,171,韩婆婆小院烧烤,mcx294453213,很好吃。菜品也很多。大人小朋友都有吃的。晚上生意特别好。要去吃的记得提前去。
61625,172,韩婆婆小院烧烤,6339哦,真的真的值不了70，40多还差不多，性价比太低了，味道也不好。一个盘子里面几片肉，盘子还很重，拿菜的地方还很远。
61626,173,韩婆婆小院烧烤,纯属瞎扯102,味道是真的不错，去了三四次了，结果这一次我才知道生蚝是要找阿姨要的，没有摆出来的，而且摆菜的阿姨实在有点扣，一个劲的叫我们少拿点。你一盘扇贝也就摆了6，7个，一人两个还吃不完吗？再说了，开自助不就是让别人随便吃吗，你要是怕别人吃的多，就不开了呗，总之这次体验让人心情不太好！
61627,174,韩婆婆小院烧烤,Eleoar,还可以，就是位置太偏了，科室聚餐开车去的，吃完饭，打车有点不方便。
61628,175,韩婆婆小院烧烤,人卍生,服务员态度不好，环境也不太好、菜的品质太差。
61629,176,韩婆婆小院烧烤,大树娜姆,菜品都很新鲜 环境也很好 只是没有了以前的血糯米肠 好可惜
61630,177,韩婆婆小院烧烤,匿名用户,十分不错。下次还来吃！很有特色。
61631,178,韩婆婆小院烧烤,匿名用户,"70一位还是可以的，菜品还可以，不像那些便宜的自助餐，非常适合聚餐团建活动。那个烧仙草甜品很好吃！五花肉很nice
 扇贝 和生蚝都很巴适。   唯独就是吃到后面工作人员都吃饭去了 菜就不怎么补了"
61632,179,韩婆婆小院烧烤,SqK153673155,味道很棒，菜品丰富
61633,180,韩婆婆小院烧烤,毒颜颜,味道真的不错，有重庆火锅的感觉
61634,181,韩婆婆小院烧烤,285HZ.,菜品丰富，选择性多，价格适中。
61635,182,韩婆婆小院烧烤,Fzk259320068,还不错嘛，就是可以搞一些优惠活动就好了
61636,183,韩婆婆小院烧烤,iOz495883257,去的时候是中午，菜品都很新鲜啊，菜品数量种类也非常丰富，也有各种小食饮品供我们选择，我们六个人聚餐吃的饱饱的，而且服务员阿姨也很niceeee啊，还会教我们哪种菜用什么火烤，真的墙裂推荐！！！棒棒棒！！
61637,184,韩婆婆小院烧烤,九点疯,去过2次，第一次中午去的，菜品都没有，肯定是中午人不多没有拿出来哈，第二次是晚上去的，菜品还比较丰富，蔬菜比较新鲜，特色小猪肉还可以，我个人比较喜欢吃虾子，但是去哪了3盘过，那个人就不想让我拿了，说没有了，最后我吃完了，又看到拿出来了。
61638,185,韩婆婆小院烧烤,_qq3c21412956701,此次用餐总体来说不错，觉得比较认可的地方有：口味、性价比。
61639,186,韩婆婆小院烧烤,YF19870504L,菜品太少了些
61640,187,韩婆婆小院烧烤,我还会努力,性价比不是很高 可以带女朋友体验一下
61641,188,韩婆婆小院烧烤,公子兰渊,韩婆婆，温江烤肉永远滴神！最近新加的牛肉粒也很好吃
61642,189,韩婆婆小院烧烤,毒颜颜,已经很多次来消费了，好吃好吃，性价比超高
61643,190,韩婆婆小院烧烤,JIF891696028,不错吧，自己慢慢去感受吧，只能说性价比还是很不错，
61644,191,韩婆婆小院烧烤,匿名用户,好评
61645,192,韩婆婆小院烧烤,zOl849261635,菜类新鲜干净卫生，肉类少但是都是好的肉肉，特别是烧仙草特别好喝，我每次去都喝好几杯，烤茄子，烤鲫鱼，还有我最喜欢的烤鱿鱼须，烤鸡翅，都是特色菜，上次来的时候还有牛蛙，今天没有，所以来的时候尽量避开高峰期。这样食物多点！！！！
61646,193,韩婆婆小院烧烤,rZy526537413,好吃 五花肉腌制的很好 那个烤馍片也好好吃 时不时就会想去吃 奶思
61647,194,韩婆婆小院烧烤,JIF891696028,还可以吧！
61648,195,韩婆婆小院烧烤,XNc597385666,差评，来过三次，三次感官都不好，绝不会再来了，服务员态度差，有些理都不理人，生蚝和扇贝简直要靠过抢，摆在里面都不端出来，扣馊
61649,196,韩婆婆小院烧烤,Yt734,「#套餐：特色烤肉自助1位」菜品丰富，味道巴适~
61650,197,韩婆婆小院烧烤,ADi419355104,还行吧可口可乐了看看可口可乐了看看
61651,198,韩婆婆小院烧烤,匿名用户,【口味】不错 【环境】挺好的 【服务】周到 【性价比】可以
61652,199,韩婆婆小院烧烤,Xoj657037781,不给生蚝，藏着掖着。。。。。。。
61653,200,韩婆婆小院烧烤,Ykk小样,就很舒服，越吃到后面越舒服，这家店适合慢慢来的兄弟，急吃不好
61654,201,韩婆婆小院烧烤,匿名用户,巴适，不错…
61655,202,韩婆婆小院烧烤,豆芽豆芽1,味道还是可以的，带了两个小孩，身高刚好130，全价，两个小孩就吃了炒饭和几个蒸饺，天价炒饭（开个玩笑）。蒜香五花肉很好吃。
61656,203,韩婆婆小院烧烤,bJc477198276,味道超赞的，已经是第二次去他们家了！
61657,204,韩婆婆小院烧烤,匿名用户,可以，很不错，
61658,205,韩婆婆小院烧烤,吴安兰,「#套餐：特色烤肉自助1位」 【服务】 【性价比】 【环境】 【口味】不错
61659,206,韩婆婆小院烧烤,匿名用户,菜品还是多，味道也可以，就是那个生蚝很无语， 你不找他拿，他是几乎很少主动拿出来摆盘，然后你去找他拿两三次之后（每次几乎三个），他直接跟你说没了? 结果看到隔壁桌就去拿到了。 反正就生蚝特别抠搜。
61660,207,韩婆婆小院烧烤,sallyxiao29,味道独特价格也实惠
61661,208,韩婆婆小院烧烤,嘻嘻嘻嘻啊1234,去的时候人很少 我觉得还行吧 没有很惊艳
61662,209,韩婆婆小院烧烤,匿名用户,一般，没有想象中那么好，油烟较大
61663,210,韩婆婆小院烧烤,唐老鸭的捣蛋鬼,好吃
61664,211,韩婆婆小院烧烤,甘甘361,菜品看着挺新鲜的，生意也好，服务的阿姨态度还可以，正体来说团队聚餐还行吧
61665,212,韩婆婆小院烧烤,波蜜蜜。,服务态度差，味道太咸了，灯光太暗，菜品比较少。
61666,213,韩婆婆小院烧烤,tkO850146960,菜品很新鲜有我最爱的五花肉漂亮
61667,214,韩婆婆小院烧烤,糖罐儿里de吃货,可以很大东西多随便吃还好推荐美团买便宜
61668,215,韩婆婆小院烧烤,ZbU530664486,此次用餐总体来说不错，觉得比较认可的地方有：团购接待。
61669,216,韩婆婆小院烧烤,ovA366646291,五花肉超级好吃呀，还有肥牛，同学喝了很多烧仙草，性价比比较高。
61670,217,韩婆婆小院烧烤,iDA297718928,也没有网上说的那么那么好吃，只是去凑个热闹，尝尝味道
61671,218,韩婆婆小院烧烤,Luojingchun6688,绝对的差评！！！刚刚1.3米的小朋友还没满7岁非要收成人价格，整个过程小朋友就吃了两个冰激凌一小份火龙果一小份哈密瓜，沾碟一点都没动过，最后走前吃了一个布丁，就吃了这么点东西收了70元，不给差评都对不起那70块钱
61672,219,韩婆婆小院烧烤,爱吃樱桃的妹儿,很多很多次了，隔三差五就想吃一顿，最喜欢里面的烧仙草～烤牛肉～每一次吃的撑撑的
61673,220,韩婆婆小院烧烤,冬儿0802,就在附近上班，第一次来吃，但是感觉好后悔。居然上班三年第一回来吃。价格在美团上是70一人。开始来怕有点失望，抱着尝一尝的态度，但是看到那么多人，就觉得肯定不错了，果真菜品很新鲜，种类多，不像那种外面的一看就很便宜的东西，牛肉粒，生蚝扇贝，五花肉，还有冰激凌……除了烤起来有点热，真的很不错(*?′╰╯`?)?
61674,221,韩婆婆小院烧烤,C736462124,烤熟的速度很快，个别的菜品不行，大多数的都好吃
61675,222,韩婆婆小院烧烤,iOz495883257,菜品种类丰富，一小份一小份的也能让我们吃的更多种类的菜品，味道也棒棒哒！！
61676,223,韩婆婆小院烧烤,T8023小公仔,五花肉，蒜泥五花肉，爱了爱了，还有我最爱的小白瓜，良心商家给个赞，推荐！！！！！！！
61677,224,韩婆婆小院烧烤,Agoni70023,除了各种烤肉，还有一些甜品、布丁、烧仙草、各种小菜，选择多多，味道超好，适合全家人一起来吃。
61678,225,韩婆婆小院烧烤,lkL654456545,适合一群人一起，快乐，聊天吃饭～
61679,226,韩婆婆小院烧烤,tgz487104794,很满意的一次就餐体验，整体评价的话我觉得：份量充足、菜品丰富、口味不错、服务到位。
61680,227,韩婆婆小院烧烤,usW718401852,第一次去吃的脑花，觉得很好吃很满意，再去就基本没啥菜了，七八点也不算太晚吧，后来就不怎么去了
61681,228,韩婆婆小院烧烤,云淡风清9237,味道还行，环境一般，生意很好，服务员态度一般，脑花不怎么样，不太新鲜的感觉
61682,229,韩婆婆小院烧烤,匿名用户,特别好吃
61683,230,韩婆婆小院烧烤,DavidRL,味道不错 环境也还可以 菜品比较充足
61684,231,韩婆婆小院烧烤,AYA慧慧,位置好找，看着很小，里面还是很大的，味道阔以尤其烧仙草，我吃了3碗
61685,232,韩婆婆小院烧烤,DXx400111883,"首先说菜品 味道码的很重  我们大人吃勉强接受 小孩想吃两个的话偏咸了 半夜两三点口渴的不行  第二天还有点拉肚子
其次人比较多 六点半到 等位等了一个多小时  结果是个最靠里面的桌子  夏天闷热不透气 风扇的风 扇过来全是烟子 整来眼睛都睁不开 不建议带娃娃去 聚餐还可以 菜品比较多 价格也相对便宜"
61686,233,韩婆婆小院烧烤,lZo106301780,和外公外婆一起吃的 总体来说还不错 不过也算中规中矩没有特别的惊艳  蘸料可以再多种一些  小布丁很赞 还有鱼 希望下次体验更好
61687,234,韩婆婆小院烧烤,xzY776600619,已经买过很多次了，特别划算，菜品很新鲜，会一直回购
61688,235,韩婆婆小院烧烤,Z馨怡吖,总的来说还是很满意 先前看评论说服务态度不好的有很多 但是今天来看 服务态度很好啊 要什么菜都可以给阿姨说 阿姨马上就上新 菜品都很新鲜 味道也很好 所以生意好也是有原因的 很好！以后还会来！
61689,236,韩婆婆小院烧烤,NBk53698893,蒜泥五花肉超好吃
61690,237,韩婆婆小院烧烤,林里乡亲,不错，来了很多次了！品类很多，通风好！
61691,238,韩婆婆小院烧烤,vNr871696589,很满意的一次就餐体验，整体评价的话我觉得：口味、服务、环境、性价比、团购接待。
61692,239,韩婆婆小院烧烤,VWX968676555,很久没去了，菜品又提升了
61693,240,韩婆婆小院烧烤,dMl118855565,很满意的一次就餐体验，整体评价的话我觉得：口味、环境。
61694,241,韩婆婆小院烧烤,jqY289443295,还不错?????好吃?
61695,242,韩婆婆小院烧烤,jqY289443295,不错?好吃?赞赞赞???
61696,243,韩婆婆小院烧烤,幻影拜金女,此次用餐总体来说不错，觉得比较认可的地方有：菜品丰富。
61697,244,韩婆婆小院烧烤,cooper的麻麻,很不错，好吃，下次再来！！！！
61698,245,韩婆婆小院烧烤,fCH931374219,和男朋友一个月打卡两次，哈哈哈哈，值得推荐的自助。
61699,246,韩婆婆小院烧烤,Pxd664236315,菜品有点少。停车不好停。多加点菜品
61700,247,韩婆婆小院烧烤,fCH931374219,好吃
61701,248,韩婆婆小院烧烤,wvl680191913,此次用餐总体来说不错，觉得比较认可的地方有：口味、环境、性价比、服务。
61702,249,韩婆婆小院烧烤,QQW354060246,一如既往的好吃
61703,250,韩婆婆小院烧烤,辰010,菜品种不多，味道还可以，环境一般。
61704,251,韩婆婆小院烧烤,公子兰渊,我可太喜欢韩婆婆的蒜蓉五花肉了！还有烤馒头片，特别解腻
61705,252,韩婆婆小院烧烤,jJL997263729,很棒哦，就是饮料口味比较少，满分十分我给9.8分，反正不会坑的店哦
61706,253,韩婆婆小院烧烤,L55577q,别人推荐过来的，味道不错，小吃甜品都好吃，只是去的晚了，没啥菜，蒜香五花肉简直不摆了
61707,254,韩婆婆小院烧烤,任海园,非常巴适！
61708,255,韩婆婆小院烧烤,怡1o,好吃，菜品很多，肉肉多
61709,256,韩婆婆小院烧烤,PJx964341916,此次用餐总体来说不错，觉得比较认可的地方有：配菜合理、菜品丰富、口味不错、份量充足、环境优美、服务到位。
61710,257,韩婆婆小院烧烤,毒颜颜,性价比超高的烤肉
61711,258,韩婆婆小院烧烤,毒颜颜,吃了无数次了，性价比超高
61712,259,韩婆婆小院烧烤,BGm993865135,吃过好几次韩婆婆了，味道nice，而且菜品是一份一份的很方便
61713,260,韩婆婆小院烧烤,boy5840,味道不错  来了三四十次了 如果可以办VIP我应该说是SVIP 从刚开业一个星期吃到现在  一个月来一次 有时候一个月来两三次  就冒昧问一句能有VIP吗
61714,261,韩婆婆小院烧烤,hvE882242558,态度不好，剩一点都不退押金！主要是态度不好，菜品一般，
61715,262,韩婆婆小院烧烤,匿名用户,昨晚第一次去，除了服务员会催着走，其他都很好。。。我们属于喜欢慢慢吃的，吃一会儿聊一会儿再吃，聊天的时候服务员就来把火给关了，问了四次是不是吃完了，我们说没有，还是在旁边时刻准备收桌，然后我们就走了。。。。至于菜品确实挺不错的，品种不算太丰富，但是都很好吃，冰淇淋奶茶也都喜欢，下次能多找几个人再去吧，唉
61716,263,韩婆婆小院烧烤,wnJ248844132,除了五花肉和小香猪，店里的其他菜品也都是韩婆婆的特色菜，带感的烧烤，讲究的吃法，样样都好吃。
61717,264,韩婆婆小院烧烤,EwJ331362043,整体来说还是不错的，菜品很多小吃水果也很多
61718,265,韩婆婆小院烧烤,fIG110401711,环境不错，菜品也很好，值得尝试，经常排队都排都久
61719,266,韩婆婆小院烧烤,GEn708334411,味道巴适，服务也好，很适合三五好友聚会聊天
61720,267,韩婆婆小院烧烤,Luojingchun6688,收银台态度差！菜品味道真的非常非常一般！没得一样味道特别好的东西，不晓得这个第一是咋来的。吃了一次不想吃二次
61721,268,韩婆婆小院烧烤,ybl5878,只能说真的太赞了，光顾几次了，和姐妹一起去的，大家都超爱，就是怕长肉肉。
61722,269,韩婆婆小院烧烤,臭臭是只博美,好吃 好吃 真的好吃 不错 我们都是老顾客了 第一次去的时候是网上订位 后来知道那个地方了 隔三差五就去一次 朋友聚会 还是朋友生日 都去
61723,270,韩婆婆小院烧烤,迷彩鉫身,「#套餐：特色烤肉自助1位」差的一批
61724,271,韩婆婆小院烧烤,匿名用户,和预期差太远了 希望可以继续跟进
61725,272,韩婆婆小院烧烤,ybl5878,炒鸡棒的一家自助烧烤，已经去过几次了，朋友们都很喜欢。
61726,273,韩婆婆小院烧烤,小喵莉,第三次去了 除了他们家油烟机依然没什么效果外，其他都挺好。 烧仙草老好吃了 烤脑花、烤鸡皮也是必吃
61727,274,韩婆婆小院烧烤,ybl5878,炒鸡棒的自助烧烤，光顾几次了，依然没有改变，值得推荐哦！
61728,275,韩婆婆小院烧烤,yPX958810155,「#套餐：特色烤肉自助1位」还可以，不算便宜也不算贵。朋友推荐来的，菜品还算丰富，味道还行。
61729,276,韩婆婆小院烧烤,匿名用户,环境不错，味道巴适
61730,277,韩婆婆小院烧烤,qsM140904723,那个五花肉是挺好的，那个布丁和奶茶也很好喝，但是码料码得有点咸，还有那个菜有时候缺，但是半天都补不上来
61731,278,韩婆婆小院烧烤,wwww91666,无数次来了，聚餐好地方，好吃，热闹，每次都吃得超饱
61732,279,韩婆婆小院烧烤,QKc610072702,性价比这么的很高，不错
61733,280,韩婆婆小院烧烤,hl5669980,很满意的一次就餐体验，整体评价的话我觉得：口味不错。
61734,281,韩婆婆小院烧烤,柒762,去了好多次了，强烈推荐。比较卫生，口感不错。
61735,282,韩婆婆小院烧烤,LDx351888831,很满意的一次就餐体验，整体评价的话我觉得：配菜合理、服务到位、口味不错、菜品丰富、份量充足、环境优美。
61736,283,韩婆婆小院烧烤,iiz849620282,还可以
61737,284,韩婆婆小院烧烤,ohy213431979,菜品丰富，唯一不足就是当天去的时候，火力不够，烤的比较慢
61738,285,韩婆婆小院烧烤,aIk733835962,味道巴适，菜品新鲜，吃了还想吃????
61739,286,韩婆婆小院烧烤,z.j624,好吃
61740,287,韩婆婆小院烧烤,lHu470294448,这个价位的烤肉真的是不错了，而且有特点。确实在这边排的上号。氛围很足，我们去的那天在下雨，以为人不多，结果还是坐满了。大家可以试试这个。
61741,288,韩婆婆小院烧烤,cqy19981010,可以
61742,289,韩婆婆小院烧烤,qym903311220,老顾客了，涨价没意见，但是涨了价服务比以前还差了，吃个东西服务员跟监视犯人一样，希望商家关注
61743,290,韩婆婆小院烧烤,hy46,每次想吃肉了都去这家
61744,291,韩婆婆小院烧烤,萌萌的刚好M,每次都喜欢在韩婆婆哪里吃，味道不错，就是小吃麻元好像没有炸好，好吃，特别喜欢五花肉，和牛肉，太多了哈哈
61745,292,韩婆婆小院烧烤,jxb627943152,吵架棒
61746,293,韩婆婆小院烧烤,AvB575833480,还行吧，和朋友一起去的
61747,294,韩婆婆小院烧烤,最爱你的猪,一般般吧，主要有点热，毕竟是院坝烤肉
61748,295,韩婆婆小院烧烤,cx新希望,感觉不如从前了，我们五点过去的，本来想着早点去菜品多点，没想到去拿菜荤菜基本就只有五花肉和牛肉可以烤，第二次去拿菜连牛肉都没有了，本来是冲着蒜香排骨去的，结果一直到最后七点多都吃饱了才看到有的，还有鸡翅有怪味
61749,296,韩婆婆小院烧烤,匿名用户,已经吃了好几次了，味道特别赞，我和室友放假就要来吃一次，特别好
61750,297,韩婆婆小院烧烤,iXm567435633,巴适，菜品多新鲜！最好提前定位，不然有点老火！太多人去吃了
61751,298,韩婆婆小院烧烤,News多多,位置太远了，菜品还好，味道也不错，就是庭院里面好热呀，那天中午去的。还是适合晚上去吃，坨坨牛肉你值得拥有，哈哈
61752,299,韩婆婆小院烧烤,iXm567435633,和朋友一起去吃的！太多人了，一定要提前预约，不然去了就只有等到
61753,300,韩婆婆小院烧烤,匿名用户,菜品多，喜欢那个骰子牛肉，下次一定还去
61754,301,韩婆婆小院烧烤,发霉的小李,以前经常去，五点过去的都已经有人了
61755,302,韩婆婆小院烧烤,匿名用户,服务态度撇！说话太臭了 ！最不满意这次就餐 ！
61756,303,韩婆婆小院烧烤,JEl437464685,菜品丰富，干净卫生，味道不错，值得推荐
61757,304,韩婆婆小院烧烤,Ldc144049679,自助餐不划算，尤其是女人和娃娃多……有个小盆友才1米多点点都给我算钱了
61758,305,韩婆婆小院烧烤,匿名用户,一肚子的火 ！服务太差了 ！说话难听 ！
61759,306,韩婆婆小院烧烤,Nif103412837,推荐牛小粒，
61760,307,韩婆婆小院烧烤,溟萱,还行吧，比想象的差，不是很好。
61761,308,韩婆婆小院烧烤,Sbd782482712,这是我吃过的最巴适的烤肉，肉质新鲜，美味一绝占碟?下次继续来
61762,309,韩婆婆小院烧烤,hy46,去很多次了，不错
61763,310,韩婆婆小院烧烤,PfL222742093,回头客了，经常有朋友过来都会带来吃吃，但是对于我这种胃小的女生来说，两个人来吃，也有点浪费，还是建议人多点来吃要巴士点噢
61764,311,韩婆婆小院烧烤,hNw174172070,特别好吃。去了好几次。锡纸烤老花，小猪肉，蒜香五花肉都好吃，
61765,312,韩婆婆小院烧烤,潇潇雨歇雨潇潇,排了很久队！轮到我们的时候，已经没啥菜了！结账时还被告知不开发票！
61766,313,韩婆婆小院烧烤,橙子卟乖,菜品很新鲜，很有自己的特色，尤其是脑花和鲫鱼的味道简直棒
61767,314,韩婆婆小院烧烤,hNw174172070,已多次去吃了。很不错。棒棒哒
61768,315,韩婆婆小院烧烤,匿名用户,吃完烤肉之后，我们几个都还没到家就全都肚子痛，然后开始拉肚子，现在十一点了肚子仍然隐隐作痛！也是醉了，这么热的天，没空调流着汗吃完还要拉肚子，不会再去了
61769,316,韩婆婆小院烧烤,王王王小米子er,比价喜欢吃烤肉
61770,317,韩婆婆小院烧烤,狮子爸比,"朋友强烈推荐的院坝烧烤，原以为就是一般的西昌烧烤，结果很【惊喜】，口味【不错】，服务【贴心】，性价比一流！！！

院里能停车很方便，菜品丰富，尤其是蒸饺特别巴适，吃了好几笼，哈哈哈。

位置很好找，国色天香下高架就到，周末带娃娃来耍完了还可以顺便吃一顿！"
61771,318,韩婆婆小院烧烤,hNw174172070,很不错。已多次来吃。
61772,319,韩婆婆小院烧烤,gongxue9500,还行吧，饮料品种太少了
61773,320,韩婆婆小院烧烤,gongxue9500,海鲜太少了，其他还可以
61774,321,韩婆婆小院烧烤,nYs165131315,去的时候九点半，结果好多菜品都没有了。
61775,322,韩婆婆小院烧烤,vnl876629483,首先哈，疫情期间还是有测体温啊什么的，只是最开始等位的时候前台服务员小姐姐态度实在不太好，可能是生意太好吧，之前来都是部门一起来的，可能我没直接来过前台吧，反正不太喜欢。另外哈，菜品没有以前好了，这是真的，价格涨了不少，东西冻货太多，蔬菜种类也少，小吃甜品有些小朋友弄得有点那啥，也没事及时阻止或者清理，除了收桌子的嬢嬢态度特别好以外真的没啥意思了，以后应该不会再来了，性价比太低了，烤肉店层出不穷的，不是只有你们的哦，还是把握好吧。老店还是口碑重要些，别自己砸牌子了。
61776,323,韩婆婆小院烧烤,johnnyliao,还不错? 【性价比】不错环境开放式
61777,324,韩婆婆小院烧烤,猪肉大大王子,真心很不错.  很不错 只想说很不错。来了很多很多次了。菜品越来越多 越来越丰富了！
61778,325,韩婆婆小院烧烤,NYC954980185,生意超级好这家，我们去周边玩儿就团的这家，味道确实很棒，也很新鲜
61779,326,韩婆婆小院烧烤,QKc610072702,价格还是贵，菜品少，比较热
61780,327,韩婆婆小院烧烤,C不过尔尔,很不错
61781,328,韩婆婆小院烧烤,匿名用户,和朋友吃了一半服务员想把我们菜端走，我朋友吃到一半上个厕所居然就有服务员来关我们的火，是我们俩挡着你们下班了吗？还是挡着你们做生意了。那么急的让我们走。??
61782,329,韩婆婆小院烧烤,刚刚好的时候,感觉一般吧，没有特别能吸引到的地方
61783,330,韩婆婆小院烧烤,pWZ235307691,味道很好，菜品新鲜丰富，价位非常实惠了，不出意外以后会经常来这家烧烤
61784,331,韩婆婆小院烧烤,匿名用户,服务太不好，以前都不是这样的，还陪吃完就在那说，价格还涨了，有点失望。
61785,332,韩婆婆小院烧烤,毒颜颜,已经被韩婆婆种草了，最喜欢吃韩婆婆了，唯一觉得不好的就是老人家没有优惠，80岁的老人几乎都只能吃稀饭，可是还是和成人一样70元，不划算
61786,333,韩婆婆小院烧烤,azm172414536,生意太好了，不好停车，人多了，全是烟味，简直不能正常吃东西
61787,334,韩婆婆小院烧烤,azm172414536,生意太好了，空气中弥漫着浓郁的烟熏味，停车也是没位置
61788,335,韩婆婆小院烧烤,邝看看呀，,菜品还是很不错的，但是服务是真的，差到极点，算是我在温江见过最差的自助服务，所有的孃孃些都像你欠他啥一样，问下杯子在哪儿半天不张人。过来还脸色特别不好
61789,336,韩婆婆小院烧烤,lVL501439761,"菜品丰富 性价比高 高峰排队 连续三次 扶墙出门。

必须好好评价一个，希望老板下次打个骨折，哈哈哈。"
61790,337,韩婆婆小院烧烤,jiO423664299,蛮好吃的，性价比很高，东西货真价实，店员服务也挺好的，值得试试。他们家牛肉好吃。去之前记得先预约，不然要等生意真的很好！
61791,338,韩婆婆小院烧烤,QAa702430819,韩婆婆小院烧烤味道还不错，和家人去吃了好多次了，70一位价格也不算贵，菜品也挺新鲜，也挺丰富的，品种很多，小吃酒水饮料都有的.最喜欢吃她家的牛肉和烤脑花、还有五花肉，沾上海椒面味道巴士.她家烤茄子也好好吃.
61792,339,韩婆婆小院烧烤,SWD213756253,味道还不错
61793,340,韩婆婆小院烧烤,SWD213756253,味道不错
61794,341,韩婆婆小院烧烤,匿名用户,菜品比以前少了很多，而且感觉有的不太新鲜。服务态度也不如以前了
61795,342,韩婆婆小院烧烤,XGP957107305,还是可以，吃了好几次了，只是现在还必须坐她安排的位置了，这就不安逸
61796,343,韩婆婆小院烧烤,草莓同学hhh,小吃好吃 其他就还好
