,Unnamed: 0,店铺名称,用户名,评论
15800,340,大美蓉城自助火锅烤肉（温江店）,QEF956793748,菜品不是很新鲜，晚上去的，感觉很多是中午时候的剩菜
15801,341,大美蓉城自助火锅烤肉（温江店）,Kvv620319849,味道还可以！可能是去晚啊点的原因！！菜品少
15802,342,大美蓉城自助火锅烤肉（温江店）,QEF956793748,去早了很多菜还没上，味道一般吧
15803,343,大美蓉城自助火锅烤肉（温江店）,观fly,店员服务很热情，菜品也很丰富，下次再去。
15804,344,大美蓉城自助火锅烤肉（温江店）,家柒,要求多，服务不是很好。。。。。。
15805,345,大美蓉城自助火锅烤肉（温江店）,匿名用户,你问我为什么在这里吃 因为这是大学城最近的火锅店 什么都很一般 菜品一般 态度一般 锅底一般 也不难吃 。
15806,346,大美蓉城自助火锅烤肉（温江店）,好运来66987,初七晚上去的，大概去的时候是接近8点，前台说等顾客吃完了在关门，不会催着顾客走，服务员的态度很好，值得推荐，他家的菜品很新鲜！点赞！可惜没拍照 #千层肚# #毛肚# #鱿鱼# #西瓜# #牛筋# #竹笋# #骨肉相连# #毛肚鸭肠#
15807,347,大美蓉城自助火锅烤肉（温江店）,是小土土土呀,还不错，大学城挺好的一家了。划得来
15808,348,大美蓉城自助火锅烤肉（温江店）,匿名用户,算是老顾客吧，但是这次去吃感觉菜都不是很新鲜，跟对象吃完两个人都肚子疼拉肚子，希望能改进卫生情况吧！
15809,349,大美蓉城自助火锅烤肉（温江店）,白糖甜吗,服务还不错，环境也挺好的，菜品种类丰富
15810,350,大美蓉城自助火锅烤肉（温江店）,匿名用户,一般吧，离家近，没有原来人那么多了！
15811,351,大美蓉城自助火锅烤肉（温江店）,KSJ366087916,菜的种类比较少，最烦的是今天的切片番茄发了霉，，，
15812,352,大美蓉城自助火锅烤肉（温江店）,匿名用户,菜品少，水少，味道还不错 没有我想吃的菜，没看到
15813,353,大美蓉城自助火锅烤肉（温江店）,Cab909706788,菜品丰富，大学城周边最好的自助应该是，没有之一，生意火得很，晚了就要排队
15814,354,大美蓉城自助火锅烤肉（温江店）,演员心.,特别好吃
15815,355,大美蓉城自助火锅烤肉（温江店）,NTa264924108,不错吧，一般都来这里吃火锅，菜品很齐
15816,356,大美蓉城自助火锅烤肉（温江店）,dwg745617640,开始味道还可以的，不过吃到后面汤会很浑感觉越吃越甜！！
15817,357,大美蓉城自助火锅烤肉（温江店）,静静吖ag,去了很早就没菜了 好吃的也确实没多少
15818,358,大美蓉城自助火锅烤肉（温江店）,刘豆豆的竇,感觉就是菜品有点少，小吃也很少，红汤的锅很辣 #丸子# #卤菜# #小蛋糕# #肥牛卷# #竹笋# #牛筋# #烤肠# #小点心# #冰激凌# #烧白# #雪碧# #凉粉# #面包#
15819,359,大美蓉城自助火锅烤肉（温江店）,pSc326790514,服务还行，喜欢的人还是可以去吃
15820,360,大美蓉城自助火锅烤肉（温江店）,三土zy,写写写我满意还好整得还是可以。。。。。
15821,361,大美蓉城自助火锅烤肉（温江店）,uEl911969030,真的很不错，价格便宜，味道好
15822,362,大美蓉城自助火锅烤肉（温江店）,小米虾336,菜品多，饮料多，人也挺多的。鸭肠好吃，螃蟹不行，素菜性价比比较高，荤菜就不怎么样了。
15823,363,大美蓉城自助火锅烤肉（温江店）,MGC385750841,有点辣了，人还多吃饭的时候还排了很久的队。菜品很不错就是服务员态度不太好
15824,364,大美蓉城自助火锅烤肉（温江店）,张小小小爷,吃的还挺不错，挺开心的
15825,365,大美蓉城自助火锅烤肉（温江店）,eJl608699824,味道还不错，环境也可以，第一次来，刚刚进去的时候觉得那儿的阿姨姐姐的态度都非常好，笑嘻嘻的，就是有一个服务员的态度不好，来收盘子，盘子直接丢在推车里，非常大声，让人心头不舒服，走过去走过来还用眼神看我们，不舒服，其他都还可以，小吃很少。
15826,366,大美蓉城自助火锅烤肉（温江店）,YGw789498171,就是阿姨不告诉你有什么好吃的菜
15827,367,大美蓉城自助火锅烤肉（温江店）,太平洋游泳,味道还行吧 环境也可以就是菜品有点少
15828,368,大美蓉城自助火锅烤肉（温江店）,微笑的人、,一如即往的好、老板诚信经营！！！
15829,369,大美蓉城自助火锅烤肉（温江店）,如此快乐1995,菜品一般  品种还算可以 偶尔去吃 还行
15830,370,大美蓉城自助火锅烤肉（温江店）,光天使辉环,哈可以的。味道很好各种给力叽叽叽叽
15831,371,大美蓉城自助火锅烤肉（温江店）,真Ethereal,大闸蟹！
15832,372,大美蓉城自助火锅烤肉（温江店）,xHz？？？,味道还是不错，因为在大学城附近，所以晚上人特别多，美团上只是订餐没有订位置的，如果人多的话，去就得等一会，店家服务还是很不错的，不过我去那天晚上人有点多，就多等了一会，牛肉都没了[伤心脸]，，，，，，
15833,373,大美蓉城自助火锅烤肉（温江店）,墨258369,还不错，菜的口味也好。非常棒。。。。
15834,374,大美蓉城自助火锅烤肉（温江店）,米忆意,有些材料没有那么地道，如毛肚，虾饺等。菜品是新鲜的，只是材料没那么好。但菜品丰富
15835,375,大美蓉城自助火锅烤肉（温江店）,匿名用户,一般吧 菜品还是挺多的 还是可以了
15836,376,大美蓉城自助火锅烤肉（温江店）,云端的小公主,菜品还行。服务不错。环境也还好。
15837,377,大美蓉城自助火锅烤肉（温江店）,xHY798985876,越来越差了，哎，遭不住，服务员真的够了
15838,378,大美蓉城自助火锅烤肉（温江店）,米忆意,已经评价过了，离家很近，楼上又有电影院，所以方便呀！
15839,379,大美蓉城自助火锅烤肉（温江店）,匿名用户,小吃种类偏少，卫生有待提高，昨天吃的是清汤，去拿菜的时候看见牛筋里有一根头发，我不知道是路过的人掉的还是后勤掉的，有点闹心，不过饮料种类很多，菜品比较丰富，就是那个像虾仁的菜真的是巨难吃啊，人少估计吃的有点亏，主要是女生把小吃都要吃饱了，总体来说味道还不错，吃了三次了，
15840,380,大美蓉城自助火锅烤肉（温江店）,EZFgh,还不错，好吃。。。。。。。。。
15841,381,大美蓉城自助火锅烤肉（温江店）,巅峰之最184,一切反正各种差，最差的店，不想说了大家别去。
15842,382,大美蓉城自助火锅烤肉（温江店）,KqJ287190037,味道不错，但是，服务太差了，特别是取菜哪里的人。简直了
15843,383,大美蓉城自助火锅烤肉（温江店）,那囊个搞噢,很大一个锅   只是感觉菜不是特别多的样子
15844,384,大美蓉城自助火锅烤肉（温江店）,esk322527151,我不就多拿了几份耗儿鱼吗   他就说我   我***我又没有浪费  你在哪里说我   心里一百只***路过
15845,385,大美蓉城自助火锅烤肉（温江店）,Tvn883626922,还可以………………态度好，很热闹适合聚会
15846,386,大美蓉城自助火锅烤肉（温江店）,Rrn793158724,中午去的，菜品少，还要去柜台点，没有吃自助的氛围，几乎没有小吃，很失望～
15847,387,大美蓉城自助火锅烤肉（温江店）,匿名用户,味道很好，特别满意，跟同学一起的，多说下次还要再来
15848,388,大美蓉城自助火锅烤肉（温江店）,NlS589509820,菜品可以，味道还行，但是服务不好emm
15849,389,大美蓉城自助火锅烤肉（温江店）,Ujb279680417,味道可以，菜也多
15850,390,大美蓉城自助火锅烤肉（温江店）,匿名用户,不错不错
15851,391,大美蓉城自助火锅烤肉（温江店）,IzM830280114,还不错，味道也可以
15852,392,大美蓉城自助火锅烤肉（温江店）,Sherry3134,还不错，就是人太多了，菜品都还不错特别是肥牛
15853,393,大美蓉城自助火锅烤肉（温江店）,酆youbin,菜品比较多卫生。味道很不错。
15854,394,大美蓉城自助火锅烤肉（温江店）,匿名用户,真的服务态度特别差，我从来对服务人员是特别礼貌的，昨天真的是被弄得火大，服务人员还对客人发脾气的，摆脸色，第一次见。
15855,395,大美蓉城自助火锅烤肉（温江店）,_qq6cf1434101713,还不错，值得推荐，希望更好！！
15856,396,大美蓉城自助火锅烤肉（温江店）,文文芳芳,一般吧
15857,397,大美蓉城自助火锅烤肉（温江店）,小豆豆1314幸福,味道还可以，服务也可以，感觉很值
15858,398,大美蓉城自助火锅烤肉（温江店）,yfY476270743,菜品少，味道一般般，没有想去二次的想法
15859,399,大美蓉城自助火锅烤肉（温江店）,凡人歌161,味道还可以，菜的种类多，点心，饮料的种类也不少，环境也还可以。
15860,400,大美蓉城自助火锅烤肉（温江店）,GAI氏家族,味道可以，物美价廉，很好，很喜欢 #红汤锅底# #小点心# #雪碧# #土豆#
15861,401,大美蓉城自助火锅烤肉（温江店）,C小猫喵喵喵,3个人  一共花了160块   主要是刚进去那个军绿色短头发女生态度好差  把我吓一跳  特别凶说一句先付钱后吃饭  然后因为我正在团购我没听清就又问了一句啥子啊  她又特别凶说了句先付钱 我男友看她那么凶就问了为啥先付钱  她说现在都是这样的  我就想说  我是团购的  本来都应该是先验证卷码  但是你至少应该温柔的说  真的好生气 然后完全没得凉菜小菜这些了  我们还是晚上去的  都没得菜 只有零零星星的蛋糕  荤菜区 好多虫子苍蝇在飞   本来想拍照的  但是看到那个军绿色女生那么凶就不敢拍照   没得以前那么好了  简直和双流的大美蓉城没法比  还有就是准备过两天去天府家园那家试试  应该只有大学城这家比较堕落破烂吧   本来一分都不想给的   但是服务员态度特别好   比门口那站台的军绿色衣服女态度好太多   一个是好人  一个是不敢扶的老太太  反正两年前这家不是这样的 晚餐时间人也是满的   现在超级差 还是去附近的其他大美蓉城吧   反正双流那家超级好   连桌子上都有插座   真的超级贴心   就是觉得双流的好  所以开学了专门在学校附近吃这个  没想到这么差的体验
15862,402,大美蓉城自助火锅烤肉（温江店）,嗯共勉,菜品一般吧 服务挺好的 喜欢那边靠窗的环境 反正一切都好 唯一不足的事小吃没我想象的多 我的红糖糍粑
15863,403,大美蓉城自助火锅烤肉（温江店）,YHp884228080,闹肚子，服务不是很好，去了才知道要锅底60
15864,404,大美蓉城自助火锅烤肉（温江店）,匿名用户,很好哟，去的早所以很好，推荐。
15865,405,大美蓉城自助火锅烤肉（温江店）,六块钱lyq,味道一般，菜品比较少，我们是班上聚餐，总的来说服务态度还是挺好的
15866,406,大美蓉城自助火锅烤肉（温江店）,vKz804735182,还行，味道也不错，环境也挺不错的了。
15867,407,大美蓉城自助火锅烤肉（温江店）,匿名用户,还可以
15868,408,大美蓉城自助火锅烤肉（温江店）,秋秋秋wang,好吃好吃，一家子经常去，小吃种类丰富，性价比很高
15869,409,大美蓉城自助火锅烤肉（温江店）,Yzh997,寝室六个人来聚餐的，六个妹子吃了很多的菜，来了几次了，味道不错，人均48左右，很划算的。
15870,410,大美蓉城自助火锅烤肉（温江店）,sow963913708,我觉得OK
15871,411,大美蓉城自助火锅烤肉（温江店）,匿名用户,不错，味道菜品还可以，每次去生意都好
15872,412,大美蓉城自助火锅烤肉（温江店）,我系zha渣飞,人太多了，包间多给了20，还好吧，就那样
15873,413,大美蓉城自助火锅烤肉（温江店）,kcv166461410,不错
15874,414,大美蓉城自助火锅烤肉（温江店）,leeleelx,还可以，味道菜品不错，吃过几次了
15875,415,大美蓉城自助火锅烤肉（温江店）,SssskyeJ,可以吧
15876,416,大美蓉城自助火锅烤肉（温江店）,匿名用户,味道不错，性价比比较高，但现在小吃点心没以前的多了
15877,417,大美蓉城自助火锅烤肉（温江店）,Tlb309194948,我们是寝室6个人一起去的，挺好。
15878,418,大美蓉城自助火锅烤肉（温江店）,匿名用户,很好吃，菜品也很多，选择余地大。 #千层肚# #鱿鱼#
15879,419,大美蓉城自助火锅烤肉（温江店）,匿名用户, #肥牛# #鱿鱼# #藕片# #千层肚# #肥牛卷# #香豆腐# #郡肝# #梅子酒#
15880,420,大美蓉城自助火锅烤肉（温江店）,JIANGJIANG欧尼酱,吃了很多次  味道在自助机算不错的  东西也很齐全
15881,421,大美蓉城自助火锅烤肉（温江店）,YOJ742455365,还行
15882,422,大美蓉城自助火锅烤肉（温江店）,凤鸣吃货,菜品种类多
15883,423,大美蓉城自助火锅烤肉（温江店）,我要吃不胖啦啦啦,反正我要给大美蓉城的肉松卷打call
15884,424,大美蓉城自助火锅烤肉（温江店）,yCk422127781,很满意的一次消费，吃得开心、满足
15885,425,大美蓉城自助火锅烤肉（温江店）,cth300931568,反正个人觉得性价比不咋的，兴许是我吃自助吃得多吧，在长沙这种自助30块钱就能搞定了。这个是同学带我过来的，然后先吃，吃完过后再买单。吃的时候注意到了锅底要另外付钱28块，每个人还另外要加5块钱的油碟费，所以总的来说很多人吃的话锅底就可以分摊点。人少的话一个人就要将近60块了，真不值这个价。熟食太少了，果汁也没有水果只有哈密瓜跟西瓜。印象不好，没拍照。
15886,426,大美蓉城自助火锅烤肉（温江店）,匿名用户,味道可以  菜品不错   聚餐的最佳地方
15887,427,大美蓉城自助火锅烤肉（温江店）,srR356287981,该有的基本上都有就是肉种类少
15888,428,大美蓉城自助火锅烤肉（温江店）,rWo841015834,菜将就，环境一般，服务态度挺不错的
15889,429,大美蓉城自助火锅烤肉（温江店）,LpK332682415,菜品较丰富，多数是冻的。饺子和肉松面包好吃，味道一般，没有以前好吃了。
15890,430,大美蓉城自助火锅烤肉（温江店）,hkU391000382,小吃水果不多，菜也要点一份送一份，菜品也不多，将就吧
15891,431,大美蓉城自助火锅烤肉（温江店）,想个网名太难了吧,锅底好吃，但是菜品很差，肉全是速冻肉，小吃和点心也没多少，只有几个油炸的春卷那种，水果只有哈密瓜和西瓜而且品质真的都不好，我们以为是去早了还没来得及上出来结果吃到后头人很多了都还是没啥子菜
15892,432,大美蓉城自助火锅烤肉（温江店）,一朵紫花,菜品种类还是多，只是我妈一直说感觉小吃没以前多了，以前放小吃的地方现在全是饮料。大美蓉城不知道去了多少次了，承载了整个大学生活的记忆。味道比很多自助火锅都好，环境也挺好的。
15893,433,大美蓉城自助火锅烤肉（温江店）,ryv672935767,味道不错，人很多，去晚要等号
15894,434,大美蓉城自助火锅烤肉（温江店）,JAU573060466,乱收押金，最后还赖账不退。*你妈
15895,435,大美蓉城自助火锅烤肉（温江店）,CMW491904097,菜品不多。水果只有两样点心更少。而且好一点的菜品拿多了，后面服务员直接说没有
15896,436,大美蓉城自助火锅烤肉（温江店）,jnQ473725141,恩  寝室期末聚会去吃的  预约的是6点  到了店里人特别多 可能是毕业季的原因吧  说实话  没有之前第一次来吃好吃了  很多菜都没有了  菜品大不如前  小吃这些也是  还没有学校后门那家大美蓉城好了  有点失望  特别是酒  虽然是自助餐 不求多好的酒 但至少能不能不要是假酒这些  朋友喝了都打脑壳  喝两瓶就头晕到不行！ #百事可乐# #西瓜#
15897,437,大美蓉城自助火锅烤肉（温江店）,静静吖ag,8点50去的 好多菜都没了 菜品架哪里都空荡荡的
15898,438,大美蓉城自助火锅烤肉（温江店）,LiFe爱sky,菜品、酒水较多，味道还行！人均消费一般，可以吃！
15899,439,大美蓉城自助火锅烤肉（温江店）,June13141,环境可能是太忙了吧，没弄的太好，不是很满意。其他的还可以啦，就是今天同学们都不太舒服，没吃尽兴，下次再去！
15900,440,大美蓉城自助火锅烤肉（温江店）,aTB777967143,差到底了，从来没见过这么差的店了，再也不想去了，倒给我钱都不去
15901,441,大美蓉城自助火锅烤肉（温江店）,匿名用户,贵，或者一般般，相较而言不是那么好吃
15902,442,大美蓉城自助火锅烤肉（温江店）,匿名用户,各种乱七八糟的附加费用，不划算
15903,443,大美蓉城自助火锅烤肉（温江店）,heart左艾森,不怎么好，肠子不干净，菜品少，不会再去
15904,444,大美蓉城自助火锅烤肉（温江店）,匿名用户,第一次来，环境还行，就是感觉菜品不怎么多。水果和小吃也少得很，建议多弄一点
15905,445,大美蓉城自助火锅烤肉（温江店）,呆吧呆吖,吃的很饱，味道不错，第二次去了， #肥牛# #牛肉丸# #鹌鹑蛋# #南瓜# #香豆腐# #千层肚#
15906,446,大美蓉城自助火锅烤肉（温江店）,hxcc123321,干净卫生吃了不拉肚子
15907,447,大美蓉城自助火锅烤肉（温江店）,匿名用户,味道还算可以，装修也还不错，菜品总类一般，盘子没洗干净，找了一堆都有油污，卫生有待改善。
15908,448,大美蓉城自助火锅烤肉（温江店）,曾尴尬。,第一次去吃 看美团上去的  中午还打折。因为去晚了好多小吃都没有了， 不过太多解渴的饮料应有尽有。大美大爱。 下次有机会还会光顾的。位置也比较好找 在路边就能看到大大名字。里面有空调扇。经理也耐心帮我们解决每一个问题。 #毛肚# #红汤锅底# #牛筋# #千层肚# #火腿肠# #蟹脚#
15909,449,大美蓉城自助火锅烤肉（温江店）,mXh964142117,去温江玩！跟着地图去的 还是比较好找 味道可以
15910,450,大美蓉城自助火锅烤肉（温江店）,匿名用户,味道不错的 我很喜欢 去了两次了还是觉得很好 #红汤锅底# #竹笋# #黄喉#
15911,451,大美蓉城自助火锅烤肉（温江店）,zpw634801610,菜还可以，但是为什么美团买了还要另外支付锅底油碟之内的？
15912,452,大美蓉城自助火锅烤肉（温江店）,kdc359495003,味道一般，菜品还不错，但是火锅油不敢恭维
15913,453,大美蓉城自助火锅烤肉（温江店）,awd283597914,差，地沟油，环境一般，品质太差，下次不会去
15914,454,大美蓉城自助火锅烤肉（温江店）,燕燕姐嘛,味道一般 菜品可以 去的比较晚 菜品没得了喊大姐加大姐二话不说就加了 满意 #毛肚# #竹笋# #味碟# #毛肚鸭肠# #鸳鸯锅底# #鸭脚#
15915,455,大美蓉城自助火锅烤肉（温江店）,王选妮,挺好的，去过很多次了！
15916,456,大美蓉城自助火锅烤肉（温江店）,luo52099999,今天又吃了，好多耗儿鱼，每次都光吃耗儿鱼去了😁
15917,457,大美蓉城自助火锅烤肉（温江店）,nbV758193816,菜少的可怜，中午去的，味道也一般
15918,458,大美蓉城自助火锅烤肉（温江店）,匿名用户,汤底味道一般般，服务也一般般，前台接待很冷漠。
15919,459,大美蓉城自助火锅烤肉（温江店）,东方之既白嗷,没有肥牛肥羊肉，还贵，菜少，两个人花了一百多
15920,460,大美蓉城自助火锅烤肉（温江店）,maN150209916,一般，菜品比较少，服务态度还可以
15921,461,大美蓉城自助火锅烤肉（温江店）,RYd743302152,红锅感觉有点咸，有点辣，总体可以。
15922,462,大美蓉城自助火锅烤肉（温江店）,鸿QL,菜品一般，味道也还好，环境也一般，不好不坏
15923,463,大美蓉城自助火锅烤肉（温江店）,匿名用户,还可以，感觉没有以前方便了
15924,464,大美蓉城自助火锅烤肉（温江店）,情歌大老板,还可以，肉类可以再多一点
15925,465,大美蓉城自助火锅烤肉（温江店）,ULv293039575,就是一般的菜
15926,466,大美蓉城自助火锅烤肉（温江店）,dtH616819038,一般，但是人巨多，聚餐的人偏多，很闹腾，
15927,467,大美蓉城自助火锅烤肉（温江店）,XST640309073,很好吃的火锅，菜品丰富，不会越吃越辣
15928,468,大美蓉城自助火锅烤肉（温江店）,匿名用户,菜样式太少了，其他还好。。。。。
15929,469,大美蓉城自助火锅烤肉（温江店）,匿名用户,服务员态度不好，而且空调都是坏的，味道一般，大夏天吃火锅还是着不住，而且都是前排才有空调，我们只能靠窗坐，菜品好少，不新鲜，下次不会再去了，不划算，真心不推荐
15930,470,大美蓉城自助火锅烤肉（温江店）,Tomzhang555,不如以前，菜少了很多。。。。。
15931,471,大美蓉城自助火锅烤肉（温江店）,khm873236756,总体还是不错，就是大厅太吵了，主要还是生意太好了哈
15932,472,大美蓉城自助火锅烤肉（温江店）,匿名用户,菜品少，味道一般，价格和到店直接付差不多，一般吧
15933,473,大美蓉城自助火锅烤肉（温江店）,ryq0701,刚吃的时候还可以，越吃越咸，肉类不是很多，火腿虾饺类的比较多，也没有空调，还好吃的那天不是很热，总的来说还是可以的
15934,474,大美蓉城自助火锅烤肉（温江店）,匿名用户,感觉这次去比前两次菜都要少，当天人不是很多，羊肉卷都没有，服务员跟我说机器坏了……无语……菜都是丸子多，饮料也不好喝，肉类少，个人认为……无论客人多不多，都要做到好的服务，否则你们将会失去更多。成都火锅店那么多，口碑很重要，自己理解吧！
15935,475,大美蓉城自助火锅烤肉（温江店）,燕小西和陆小北,菜品很多，人也很热情
15936,476,大美蓉城自助火锅烤肉（温江店）,mQc173949303,第一次给差评，这家火锅还是不要去吃了，第一个去吃也是最后一次去吃，真的不想说了，一个红锅里面发现了五根头发，给服务员说了，又帮我们换了一个锅，结果还是吃出了一根头发，卫生太不注重了，最后结账的时候问老板出现这种情况打不打折，老板还说空调对到我们吹的，意思是我们把头发故意弄的锅里面的，这种做生意的老板还是第一次看到，也没给我们打折，也没有给我们道歉之类的，汤锅越煮越恶心，再也不来你家了！
15937,477,大美蓉城自助火锅烤肉（温江店）,暮雨倾城666,一直很喜欢这家火锅，只是前几天吃的味道和以前不太一样。但是还算可以。
15938,478,大美蓉城自助火锅烤肉（温江店）,LBq743437381,以前总爱去大美蓉城，感觉里面的东西很新鲜，这次去吃，西瓜都坏了，吃了一股味道，感觉是中午剩余的，给服务员说了，也没人理我们，说是才切出来的，可是没人吃啊，一看颜色就不对，太失望了，等了很久都没切新鲜的出来，味道感觉也变了。哎
15939,479,大美蓉城自助火锅烤肉（温江店）,許，一世安逸1,感觉没有以前那么好了……希望做的更好，菜品新鲜
15940,480,大美蓉城自助火锅烤肉（温江店）,匿名用户,环境好！服务好！菜品好！（菜品新鲜 样数齐全）锅底味道好！这是我吃过这么多自助餐以来性价比最高的一家了，和点菜没什么两样了，重要的是还比好多点菜的味道都要好！哦还有小吃也很多，还都是现做的。总的来说各方面都很满意！很赞！下次还会去！！！
15941,481,大美蓉城自助火锅烤肉（温江店）,纸醒川,比起之前去吃的差了，肉也没以前好了，然后还不能退五块钱的那个油包了，以前都能退的，我们六个人才用了三个油包，挺不划算的，没用应该可以退才对，我们没用还不是后面给别人用了，又赚一回钱，红汤锅底和小米辣都不辣，失去了韵味，然后室友不小心点多了，退回去还抱怨两句，我们没有浪费啊，也没有动，就是退还回去都要被说，还不如全部丢在锅底里面呢，第一次点上来的肥牛还是正常的，后来干脆就是不知道什么样子的肉了，本来都很喜欢去吃的，这么干以后也不会去了，女生本来就吃不了多少，下次还是去正宗火锅店吃算了，服务质量和菜品质量也会好很多 #土豆#
15942,482,大美蓉城自助火锅烤肉（温江店）,luo52099999,菜品可以  特别是耗儿鱼
15943,483,大美蓉城自助火锅烤肉（温江店）,匿名用户,很一般的味道，价格还不低！差评！
15944,484,大美蓉城自助火锅烤肉（温江店）,PwY528373503,菜品太少了，饮料品种也很少，味道也不是很好
15945,485,大美蓉城自助火锅烤肉（温江店）,OZE504566839,味道还可以，就是这次锅底一下就煮稠了，跟原来不一样，还有就是鸭肠不敢吃看起不干净，服务还行。
15946,486,大美蓉城自助火锅烤肉（温江店）,kTo375681459,菜品一般般吧，去吃了几次了，这次去吃的锅底很咸。
15947,487,大美蓉城自助火锅烤肉（温江店）,未燃尽的半支烟,不是很满意，有点差强人意。下次会考虑一下去不去
15948,488,大美蓉城自助火锅烤肉（温江店）,匿名用户,多次去吃了，还可以，放假了人少
15949,489,大美蓉城自助火锅烤肉（温江店）,OlJ534210275,以前打的好评是因为刚开**道质量都还好，现在全是潲水油看到都恶心，还能有什么食欲。如果可以一星都不想给
15950,490,大美蓉城自助火锅烤肉（温江店）,kuai1314,去过很多次了，味道觉得还是挺不错的。菜品整好点就可以了！
15951,491,大美蓉城自助火锅烤肉（温江店）,李鑫Leason,非常不错，百吃不厌，就是菜品觉得可以再加点儿，没有以前的好了，现在主要是丸子那些居多。 #肥牛# #红汤锅底# #蛋炒饭# #牛筋# #藕片# #黄喉# #豆腐# #鸭脚# #五花肉毛肚# #鸡脚鸡翅# #鹌鹑蛋# #卤鸡脚#
15952,492,大美蓉城自助火锅烤肉（温江店）,OlJ534210275,过生带朋友一起来的。从开业就一直光顾这家，没想到生意好了质量就差了，也不知道现在用的什么油看到都没食欲
15953,493,大美蓉城自助火锅烤肉（温江店）,匿名用户,第一，对素食爱好者来说，两个人120性价比不高；第二，店家说中午说人少没做小吃、糕点，水果少；晚上人多，晚上6点去等位俩小时，店家的小吃、糕点只供应一次，轮到我们的时候，无小吃！无糕点！只剩几块西瓜。以上，请慎重。
15954,494,大美蓉城自助火锅烤肉（温江店）,DreamPursuer雯,很好吃😄 #西瓜#
15955,495,大美蓉城自助火锅烤肉（温江店）,_qqd5m1438422209,还行 感觉菜不多 其他的都还挺好的
15956,496,大美蓉城自助火锅烤肉（温江店）,if来了,之前和宿舍的室友去聚过一次餐，感觉还可以，是晚上去的，就在电影院下边，当时生意很好，，这次是中午去的，专门避开了高峰期，我认为，其他的都还可以，该有的菜品都还有的，我同学还说这儿的黄喉比较可以，我个人觉得就是小吃太少了，虽然中午没有晚上人多，但是该拿出来的还是不应该省啊！我觉得，希望再接再厉，加油↖(^ω^)↗吧！继续改进！
15957,497,大美蓉城自助火锅烤肉（温江店）,jXb305355685,味道好 还不错嘛
15958,498,大美蓉城自助火锅烤肉（温江店）,wuxiao2522,这次去吃感觉没有第一次好，这次吃了全家都闹肚子，也不知道怎么回事？毛肚还是依然那么好，饮料这次增加了新品种
15959,499,大美蓉城自助火锅烤肉（温江店）,pOE236110630,好吃！有点爽   下次在带朋友们来
15960,500,大美蓉城自助火锅烤肉（温江店）,曾经和如果,经常去，味道棒
15961,501,大美蓉城自助火锅烤肉（温江店）,曾经和如果,经常和朋友去吃
15962,502,大美蓉城自助火锅烤肉（温江店）,曾经和如果,值得第二次去
15963,503,大美蓉城自助火锅烤肉（温江店）,丶陈大毛,菜品很不错！今天赶上了520！好多人排队！辛亏来得早！不过订了位置老板给忘了！不过排队把我们排在了第一个！老板很贴心！感谢感谢！都不知道这是第几次来了！祝生意长虹！！ #鸭脚# #鱿鱼# #藕片# #鸳鸯锅底#
15964,504,大美蓉城自助火锅烤肉（温江店）,刘刘家的瑶妹妹,水果只有西瓜，还不好吃，其他一般
15965,505,大美蓉城自助火锅烤肉（温江店）,DKt465974181,之前的好多菜品都没有了。很失望。
15966,506,大美蓉城自助火锅烤肉（温江店）,ACo123624806,服务员很积极地解决问题，但是始终不能解决，这方面有待提高，服务态度值得肯定，就餐坏境对于夏天来说不值得推荐，因为太热了，只是局部有空调吹，运气不佳的顾客就享受不了，只得吃得饱头大汗汗流浃背
15967,507,大美蓉城自助火锅烤肉（温江店）,匿名用户,吃的鹌鹑蛋是坏掉的，很多想吃的菜没有，饮料没有冻过，锅底费巨贵🙃🙄自行体会吧
15968,508,大美蓉城自助火锅烤肉（温江店）,Zwj853400857,菜种类有点少
15969,509,大美蓉城自助火锅烤肉（温江店）,乐声喧空,去了没牛肉没羊肉没肥牛，逗我呢？
15970,510,大美蓉城自助火锅烤肉（温江店）,Z18628188700,我说实话没有羊肉卷，肥牛，都没有中午去的。
15971,511,大美蓉城自助火锅烤肉（温江店）,Qae881329756,早一点去，6点就会开始等位了。锅底是要单独收费的，人多比较划算
15972,512,大美蓉城自助火锅烤肉（温江店）,ZUs7299193,总的来说还是可以，就是有时人太多了，要排好久队，菜品丰富，酒水还行，位置也不错
15973,513,大美蓉城自助火锅烤肉（温江店）,白日＊梦,好吃，就是菜品有点少
15974,514,大美蓉城自助火锅烤肉（温江店）,pri996,菜品丰富  味道赞  性比价高  良心店家
15975,515,大美蓉城自助火锅烤肉（温江店）,饿了吗t,可以
15976,516,大美蓉城自助火锅烤肉（温江店）,Enen30w,吃了很多次了，老公爱吃火锅。只是我们吃的比较少，但是味道可以，菜品也新鲜
15977,517,大美蓉城自助火锅烤肉（温江店）,gME435568498,不好吃，味道都没有，而且小吃也不多，各种选择
15978,518,大美蓉城自助火锅烤肉（温江店）,cga862481553,不错不错！环境挺好的，去吃过几次了
15979,519,大美蓉城自助火锅烤肉（温江店）,kcu671870839,中午去的，才比较少
15980,520,大美蓉城自助火锅烤肉（温江店）,Is丶小超,感觉换老板了，味道没怎么变，菜品变了，没有以前丰富了，酒也没以前的好了。
15981,521,大美蓉城自助火锅烤肉（温江店）,匿名用户,不好吃，而且吃了我们都拉肚子了。
15982,522,大美蓉城自助火锅烤肉（温江店）,trb835213008,中午去吃的话，可能菜品就没这么多了
