店铺名称,用户名,评论
众里寻她·千百度自助烤肉（温江店）,匿名用户,我们是五点左右去的，刚开始还好，拿了自己喜欢吃的菜，特别喜欢吃五花肉，就拿了一盘，然后吃完之后又打算去拿的，结果五花肉就没了，就边吃其他的边等待五花肉，结果在快要吃完的时候五花肉才上来，吃完的时候就大概六点多，中间一个小时都没有五花肉，而且有好多像我们一样的客人在等待五花肉，去问了也说等会儿就拿出来了，结果拿了一个小时多才拿出来，水果也只有一点点，最后六点多吃完的时候本来打算吃一点水果，结果一个都没有了，真的是没有以前好了，好多菜品都没有足量的供应，下次再也不去了
众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品少，肉类不新鲜，吃到后面都想吐了！不推荐，
众里寻她·千百度自助烤肉（温江店）,匿名用户,说实话，真的很一般。而且特别小气，娃娃喜欢吃牛排，吃完了在去拿，煎牛肉的那个女的就只给一点点，就够你吃一口……有点欺负你。反正我们是不会再去了
众里寻她·千百度自助烤肉（温江店）,asY203765108,遇上下雪天晚上去的，可以临窗看雪
众里寻她·千百度自助烤肉（温江店）,天荒717,真心不好吃，而且皮皮虾有些都臭了
众里寻她·千百度自助烤肉（温江店）,徐建军27,挺好
众里寻她·千百度自助烤肉（温江店）,福满兰天,还可以吧，菜品有点少，凉菜可以多一点
众里寻她·千百度自助烤肉（温江店）,灬亚力大,"。。

。。。。。。。。。。。。。"
众里寻她·千百度自助烤肉（温江店）,Nfi777469286,"鸡皮鸭肠有味道，菜品少，五花肉比一般烤肉的五花肉厚3倍，基本上荤菜都是冷冻过后的，几乎冰都还没化。 
生蚝第一个有沙，有沙的生蚝里的沙留在烤盘里，魔芋粘到沙子，那吃起叫酸爽。第二个生蚝臭了，所以后面的菜基本没有体验感了，因为嘴巴里都是臭味。
虾的那个盘子也基本上都是空的，可能只有那个比较没有风险吧
优点在哪呢，嗯就是小吃多吧。

真的不建议去"
众里寻她·千百度自助烤肉（温江店）,曾198608,不错
众里寻她·千百度自助烤肉（温江店）,eNt387124543,位置优越，夏天去的时候，窗边银杏是绿色的，秋天就是金黄色，我来这边读书两年了，第一次去的是被惊讶到了，文庙的秋天很美，在这漂亮的地方吃烤肉更是巴适。两年里去了好多次，快毕业了，都舍不着这边的风景美食。
众里寻她·千百度自助烤肉（温江店）,我爱就好！！,吃了那么多家千百度这家连锁店是吃的最差的一家
