,Unnamed: 0,店铺名称,用户名,评论
305,305,芭夯兔（温江店）,R大小姐ABC,还可以份量啊这些，老板服务这些也好呦，直得一吃
306,306,芭夯兔（温江店）,_qqt7n1347031712,每次都是带我家老人小孩过去吃，老板人很好，服务态度非常棒，菜品分量足。味道清淡，兔肉軟滑，易消化。停车也很方便，我们经常过去吃。
307,307,芭夯兔（温江店）,々燥性々,不错(*?′╰╯`?)?不错(*?′╰╯`?)?
308,308,芭夯兔（温江店）,外卖美食品鉴带师,冬天人就是多，在夏天秋天嫌弃太热的花生奶，也在冬天变得那么香，老店了欢迎尝试。
309,309,芭夯兔（温江店）,仙萧墨,必须好评(o^^o)，78秒杀两人餐
310,310,芭夯兔（温江店）,PINK………,很好吃，团购特别划算，老板娘人很好，下次还会和朋友来吃
311,311,芭夯兔（温江店）,小熊lois,去的时候人太多了，没有服务员接待，收拾桌子都忙不过来，但是服务员阿姨人都挺好的，兔兔实在太好吃了，鸭头也很好吃，入味，不够啃，最后套餐里的东西没吃完打包了，剩下的丸子，我们第二天还煮了个面，味道也很适合带着家里人一起来吃
312,312,芭夯兔（温江店）,匿名用户,环境很好，服务态度超级好，很热情！两个人吃份量也很足，味道也不错，下次可以尝尝其他口味。
313,313,芭夯兔（温江店）,跑调大王,环境好，口味好，服务态度好，兔高蛋白低脂肪
314,314,芭夯兔（温江店）,mNj826274717,【口味】很适合我「#兔肉滑」「#套餐：温馨尝鲜双人餐」量很足味道好???可以去尝一尝（非常好吃?）
315,315,芭夯兔（温江店）,vFI727395934,是我们全家最爱去的一个地方，老人爱吃，我一岁多的宝宝也爱吃那个兔兔肉……而且大家每个人都好热情周到的，非常温馨的用餐环境，不管是用团购秒杀还是什么都一样的服务！一百个赞给你们！上次拍的图删掉了，用娃的图补上，芭夯兔的叔叔阿姨看见我家娃，就知道我们是那一家最爱去的一家子咯哈
316,316,芭夯兔（温江店）,匿名用户,分量很足，味道很nice，喜欢
317,317,芭夯兔（温江店）,pyy328520,可能不太合口味吧，个人觉得汤很油，吃几口就腻了。兔肉没啥香味，蘸料又太辣。觉得花生汁和鸭头不错！另外觉得服务不太到位，速度挺慢的。让加汤，当时几个服务员在收拾别的桌子，都听见我说话了，其中一个说马上。然后等了很久都没人来，导致没法煮菜，最后要走人了才想起说要给我们加，我说不用了。所以三颗星给花生汁、鸭头和空调！
318,318,芭夯兔（温江店）,qTg880425233,点的是周四半价优惠双人套餐，分量足，菜品新鲜，汤锅味道鲜美，拍了视频却无法上传。吃不完打包了。
319,319,芭夯兔（温江店）,彩380,「#菌汤兔肉锅」味道非常好，菜品很新鲜，份量很足；鸭头不是很辣但很入味，味道不错！花生浆也很好喝；服务员非常热情。总之非常好的一次就餐体验！
320,320,芭夯兔（温江店）,PYo384186846,性价比非常高！
321,321,芭夯兔（温江店）,QAz592505191,这次就餐整体感觉很赞，比较满意的方面有：口味、环境、性价比、服务。
322,322,芭夯兔（温江店）,wUW694162473,"这个店的小姐姐和经理都非常nice， 「#套餐：温馨尝鲜双人餐」「#菌汤兔肉锅」
【口味】适合大众
【口味】
【口味】
【环境】除了人多热 去他都好
排队，中午去不会，到晚上，就要排队啦！ 
好久么吃了。可以约一约， 抄手也好吃！"
323,323,芭夯兔（温江店）,跑调大王,都很好，多次去
324,324,芭夯兔（温江店）,段平平1127,味道好，适合老人小孩吃，我们5个大人一个小孩加了小份兔肉，吃到撑，，
325,325,芭夯兔（温江店）,匿名用户,环境好，味道巴适。服务态度好。
326,326,芭夯兔（温江店）,VWC7680926,好的好的好飞鸿花海好好发挥过得更好喜欢喜欢喜欢吃串串串串回长春出差很喜欢吃吃吃吃吃好吃吃长春出差回长春出差火车车次好吃好吃喜欢喜欢小黄车好吃吃吃吃吃回长春出差好想好想很喜欢吃吃好吃吃出差好想好想好吃吃粗粗粗粗小虎还乡很喜欢吃吃吃吃呀好想好好很好吃
327,327,芭夯兔（温江店）,成都木头,可能天气转凉，大家都愿意吃汤锅，今天12点去的，基本坐满了，但服务还是很好，以为会等很久，结果很快就上菜了，而且还能及时帮加汤下菜。两人餐两个人吃不完，最后打包回家下面条。
328,328,芭夯兔（温江店）,pei216264051,很少在美团评价，不过今天一定要给个好评，小兔兔那么好吃????环境不错，服务也很好。光顾着吃了，没拍图片下次回来一定要再去打卡
329,329,芭夯兔（温江店）,图哥128,地方好找，温江餐饮一条街上，中午去的，人少，也好停车，团了个23人餐，一家四口吃得正好。兔子的这种吃饭相当有特点肉质滑嫩，没有骨头没有腥味，配上青椒酱和香辣酱，味道不摆了。环境宽敞，座位舒服，服务员大姐的服务态度也相当好！值得推荐！
330,330,芭夯兔（温江店）,巴拉小魔仙324,还是那么好吃，兔肉很嫩，蘸料很香，服务依旧热情。希望多开几家店
331,331,芭夯兔（温江店）,小糖糖2020,挺好的，很不错的，这么多年了，芭夯兔的味道一直杠杠的，满意
332,332,芭夯兔（温江店）,木子婧木子,很好很好吃，服务好菜品好味道好，重点2-3人餐4个人都吃得很撑，强烈推荐
333,333,芭夯兔（温江店）,nmn322466759,很满意的一次就餐体验，整体评价的话我觉得：性价比。
334,334,芭夯兔（温江店）,Sad474743373,第二次去了，口味清淡，兔肉又含有高蛋白，作为孕妇也是首选！
335,335,芭夯兔（温江店）,FaG169588901,不错！
336,336,芭夯兔（温江店）,VWC7680926,哈哈哈哈说得好像和小伙伴行吧行吧行吧行吧不行不行表现不错不错不错办不成不错不错不出差吃吃吃出差恭喜恭喜恭喜贺喜好想好好喜欢喜欢小孩喜欢吃串串吃好吃吃吃吃吃不不不不吃饱吃好出差  哈哈哈      哈哈吃好吃吃超喜欢喜欢画画你从哪你吃不吃保持不变不不不甜心格格小广场
337,337,芭夯兔（温江店）,muT571146029,商家服务态度很好，菜品分量比较足，好吃，非常不错，环境卫生，值得推荐
338,338,芭夯兔（温江店）,HTk532797148,分量足，服务好。冬天来一锅吃得饱饱的暖暖的。
339,339,芭夯兔（温江店）,叶公主z,秒杀的代金券还是很划算的哟！！味道也可以
340,340,芭夯兔（温江店）,S.H134,有个年纪大的孃孃是真的，虾滑和丸子又不说怎么煮又说我们煮的不对不能这么煮，都要把锅丢我们脸上了，明明可以好好说的事情，非要这样，搞得饭都没心情吃，本来味道都不怎样，服务态度还这样，不会再来了呵呵呵呵呵
341,341,芭夯兔（温江店）,锦7087,尤其是兔子肉很香，菌汤锅很养生，豆豉酱配合起来很好吃、他们家的菜品很足，两三个人随便能吃，香菜丸子很香，香菜味道很浓
342,342,芭夯兔（温江店）,VRc383017462,三个人吃差不多，服务还是不错
343,343,芭夯兔（温江店）,木子婧木子,很好很好吃，服务好菜品好味道好
344,344,芭夯兔（温江店）,dPJ781697139,「#套餐：温馨尝鲜双人餐」两个人吃不完的分量，不错
345,345,芭夯兔（温江店）,跑调大王,强烈推荐
346,346,芭夯兔（温江店）,糖糖881005,好吃，已经吃了很多次了
347,347,芭夯兔（温江店）,糖糖881005,网上秒的，超级满意
348,348,芭夯兔（温江店）,gRP443927935,没有因为是团购而不一样，非常赞?? 值得回购的一家店
349,349,芭夯兔（温江店）,天涯石头,服务热情，份量足
350,350,芭夯兔（温江店）,妙图,周末朋友聚会的必选，好好吃呢滑嫩滑嫩
351,351,芭夯兔（温江店）,MsJ139965273,"味道很好 团购好划算 菜品都很新鲜 兔肉很嫩 量也很大 红糖糍粑味道也很好 糍粑很糯 两个人吃的很撑 没有吃完 推荐这家

味道很好 团购好划算 菜品都很新鲜 兔肉很嫩 量也很大 红糖糍粑味道也很好 糍粑很糯 两个人吃的很撑 没有吃完 推荐这家"
352,352,芭夯兔（温江店）,cioyq,味道很鲜，分量很足，两个人都没吃完，服务员都很热情，团购秒杀很实惠。
353,353,芭夯兔（温江店）,gKK477570281,不错
354,354,芭夯兔（温江店）,WTK123721676,兔肉很嫩，蘸酱很香，味道不错，菜品分量很足，价格也合适
355,355,芭夯兔（温江店）,tangwei870529,好吃，划算
356,356,芭夯兔（温江店）,ikg978309533,好吃！
357,357,芭夯兔（温江店）,匿名用户,还可以，经常去吃 。老人小孩都很合适。服务也很好。
358,358,芭夯兔（温江店）,skyfree66,味道一如既往的好，服务也很周到，美团的套餐，很划算，两个大人一个小孩都没吃完，还打包回家了。
359,359,芭夯兔（温江店）,随缘zs123456789,味道不错价格也很实惠，经常过来吃
360,360,芭夯兔（温江店）,淼淼可可洁,服务也好。吃过好几次了
361,361,芭夯兔（温江店）,qze633985973,兔肉很嫩，很好吃，很适合老人和小孩。吃过很多次了，服务态度很好，干净卫生。
362,362,芭夯兔（温江店）,S.H134,味道就那样，有个服务员态度差的一笔，不会再来了
363,363,芭夯兔（温江店）,fhG310592631,量很足，味道不错，兔肉很嫩，花生汁像豆奶，好喝，总体来说很实惠啦
364,364,芭夯兔（温江店）,匿名用户,秒杀的，非常喜欢，味道不错，国庆当天吃的，商家没有因为是团购的就不高兴，非常满意！
365,365,芭夯兔（温江店）,AaS499211184,味道不错，很喜欢吃，兔肉很滑也嫩，好平
366,366,芭夯兔（温江店）,养乐多cy1998,去过两次了 ，味道真的不错。好吃
367,367,芭夯兔（温江店）,Qwi403896995,很少写反馈，这次体验很不错，服务质量好。味道鲜美，汤很鲜，花生鲜榨也很好喝，菜品分量足，新鲜，泡菜也好吃，3个人吃的很撑
368,368,芭夯兔（温江店）,HXq129171293,前几天团购的，本来以为只够两个人吃，带了家里两个老年人一起，准备加菜，结果菜品丰富，还有特色红糖糍粑好吃，都不用加菜了！主要服务热情，值得推荐大家去品尝哈！很满意
369,369,芭夯兔（温江店）,唯代,非常好吃，份量超级足
370,370,芭夯兔（温江店）,EuL575305903,这次就餐整体感觉很赞，比较满意的方面有：口味、环境、性价比、服务、团购接待。
371,371,芭夯兔（温江店）,青山绿水169,味道不错，服务态度很好，下次还会光顾。
372,372,芭夯兔（温江店）,匿名用户,好吃
373,373,芭夯兔（温江店）,DMBDMB1314,味道巴适，服务周到，环境不错，位置好找！
374,374,芭夯兔（温江店）,jlb634397209,男朋友都吃撑啦
375,375,芭夯兔（温江店）,红流苏607,菜品不错，味道很好，光盘行动，两人吃，素菜都没吃完。肉很嫩
376,376,芭夯兔（温江店）,PhT351114167,服务蛮好的，很热情，菜品也很新鲜！
377,377,芭夯兔（温江店）,匿名用户,主要特色：兔肉嫩滑，服务热情、周到，但油炸糍粑口味不是本人喜欢的款，可以一试。
378,378,芭夯兔（温江店）,苏3起解,很满意的一次就餐体验，整体评价的话我觉得：口味、服务。
379,379,芭夯兔（温江店）,匿名用户,很好
380,380,芭夯兔（温江店）,rbk724560141,服务态度特别好，??
381,381,芭夯兔（温江店）,什么什么去,味道很好！汤很好喝！晚上生意蛮好的还等了一下下
382,382,芭夯兔（温江店）,xkb839617537,味道很不错，服务员也很热情。点菜点多了，还提醒我能不能吃完。考虑很周到。以前都没吃过这个。没想到兔子还可以这么吃。面居然没有骨头。店家的蘸碟也很不错。很清淡 很养生。
383,383,芭夯兔（温江店）,hKJ951929448,这次就餐整体感觉很赞，比较满意的方面有：口味、环境、服务。
384,384,芭夯兔（温江店）,XuY140605805,价廉物美，值得购买，好评。
385,385,芭夯兔（温江店）,ePR876045731,还可以吧，分量不是很多，两个人不咋够
386,386,芭夯兔（温江店）,努力奋斗的小茶,面上飘的一层兔肉，肉不多吧。兔肉很嫩，三个人吃的，有蘸水，青鲜椒蘸水，味道不错份量还行。环境好，糯米糍粑好多啊，吃不完剩了三个。环境还挺好的，品牌连锁店。西瓜汁一扎，大概十小杯吧。
387,387,芭夯兔（温江店）,tvW168304824,生意很好 分量足 味道不错 服务还行 这就够了
388,388,芭夯兔（温江店）,tUf239208606,「#套餐：温馨尝鲜双人餐」 片的兔肉特别嫩。只是清汤锅吃兔，好像味道确实不怎么样。两人餐价格不便宜，但确实两足。三个人吃应该没问题
389,389,芭夯兔（温江店）,HvJ920139767,团的套餐，挺好的
390,390,芭夯兔（温江店）,wvm875970708,环境不错，味道巴适，汤也比较好喝
391,391,芭夯兔（温江店）,匿名用户,此次用餐总体来说不错，觉得比较认可的地方有：服务、口味、环境、性价比、团购接待。
392,392,芭夯兔（温江店）,Szm125459231,满分！环境好，阿姨服务很到位。兔兔很好吃，他家兔兔是兔里脊，没有骨头。花生汁也很好喝。「#套餐：温馨尝鲜双人餐」
393,393,芭夯兔（温江店）,VWC7680926,不方便吧炖牛腩等你纯牛奶超级警察检查海景大酒店姐姐姐夫经济法好的好好的好好读额还行别嘟嘟熊还好好的黑道皇后回到家血继界限那些年继续继续竞技等级喝醉酒就睡觉
394,394,芭夯兔（温江店）,weiwei880405,还行吧
395,395,芭夯兔（温江店）,sge615869527,老板人很好，味道一如既往的好，这家店应该开了蛮长时间，因为离家远不经常到这边来吃饭，不过每次来味道和服务都很让人满意
396,396,芭夯兔（温江店）,nBs672633311,性价比很高。两个人根本吃不完。但是店里通风不好，闷热，而且因为通风不好的原因，一走进去就能闻到很大一股潮湿的味道，走到哪里都这个味道
397,397,芭夯兔（温江店）,qbt456940764,老年很喜欢，清淡，软和不错的选择
398,398,芭夯兔（温江店）,小黄人att,真的好适合大家爱吃清淡鲜香的，我家小孩都特别喜欢吃，说是2-3人餐，份量很足，我们每次都没有吃完，都是打包，连汤都要打包，主要是太鲜了，拿回家煮面条都好吃
399,399,芭夯兔（温江店）,pselina8,这家店吃了很久了，兔子不辣，很嫩，很好吃，尤其是家里面的小孩，特别喜欢吃他们家的兔子，兔子肉很新鲜，以后还会光顾的，而且他们的服务也很好，真的不错。
400,400,芭夯兔（温江店）,HAIs.,味道不错，性价比高，基本上够三个人吃了，两人要打包
401,401,芭夯兔（温江店）,reychang,非常不错，来吃过很多次了，值得推荐
402,402,芭夯兔（温江店）,挑剔的好吃嘴儿,「#套餐：温馨尝鲜双人餐」 秒杀的，价格实惠，我和我麻麻两个人根本就吃不完  超棒呢 ??
403,403,芭夯兔（温江店）,GUNitk,非常好，非常好吃，肉很嫩，还送豆奶喝
404,404,芭夯兔（温江店）,cindy104521,价格便宜，味道巴适～秋天来一碗，太巴适了。2-3人餐，3个人没吃完
405,405,芭夯兔（温江店）,Ezh955515710,每次想吃免火锅基本都是这一家！
406,406,芭夯兔（温江店）,QVF178543459,味道依旧如此安逸！开创兔类清汤的另类吃法！既可喝汤，又可吃兔肉片，还可以加上麻辣兔头！值得推荐！
407,407,芭夯兔（温江店）,mmJ688139356,店里很热闹，大桌子，坐着舒服。 两个人吃撑了。 青椒酱很香。 推荐。
408,408,芭夯兔（温江店）,严一o,味道还可以，菜很多，吃都吃不完。
409,409,芭夯兔（温江店）,ZRj663427415,服务态度很好，味道很好，价廉物美
410,410,芭夯兔（温江店）,成都木头,十年前在温江上班，和同事在这家吃过，现在搬到温江住，在美团看到有团购，虽然离新家远，还是编着老公陪我过来。感觉温江店比衣冠庙店、长顺街店都好，保持着原来的味道。团购的两人餐很丰富，鸭头，小吃，饮料都有，而且都很好吃，值得我们穿越了半个温江过去?
411,411,芭夯兔（温江店）,vFI727395934,一如既往的好吃，喜欢！温江吃兔非南浦郡芭夯兔！老人孩子都可以吃
412,412,芭夯兔（温江店）,zhouqiongno1,吃了很多次了，儿子最喜欢吃，侄儿也喜欢吃
413,413,芭夯兔（温江店）,penglili_,味道好，适合老年人，爸爸妈妈都喜欢，服务好，老字号了，会经常光顾
414,414,芭夯兔（温江店）,mbu193094872,此次用餐总体来说不错，觉得比较认可的地方有：口味、环境、服务、性价比、团购接待。
415,415,芭夯兔（温江店）,sFl799396622,味道、环境、态度都很好?????
416,416,芭夯兔（温江店）,egj749788137,带弟弟去的，鸭头很好吃，另外点了一份酥肉，盐味谈了点，个人建议再加个干碟会好些。味道清谈，特别适合有老年人和小孩子的，兔肉很嫩。
417,417,芭夯兔（温江店）,cGZ296769994,最最忠实的粉丝；大人小孩都适合的味道，还会一如既往的支持；大爱
418,418,芭夯兔（温江店）,随缘zs123456789,味道不错，价格很实惠，服务卫生都好，下次还去
419,419,芭夯兔（温江店）,小黄人att,好吃好吃，来了好多次了，汤很鲜，场地很大，很多桌子，国庆节晚上过来得排队
420,420,芭夯兔（温江店）,小黄人att,很好吃，特别鲜美，国庆节还送了汤锅券，大爱ヽ(*′з｀*)?，来了好几次了，还会继续来的
421,421,芭夯兔（温江店）,Iva300102276,这次就餐整体感觉很赞，比较满意的方面有：口味。
422,422,芭夯兔（温江店）,DMBDMB1314,味道不错，服务热情，价格实惠！
423,423,芭夯兔（温江店）,gbV921724000,味道一如既往的好，老少皆宜。团的2-3人餐，份量足，三个人吃撑了，兔肉很嫩，老年人吃也没问题，汤很鲜，总体十分满意，适合家庭聚餐，下次还要去
424,424,芭夯兔（温江店）,时焰曼生,吃得超饱，情侣锅两个人就够吃了，糍粑也是很大一份。我超爱这个花生汁，没有加糖就是花生的醇香。
425,425,芭夯兔（温江店）,匿名用户,味道不错，很巴适。鸭头是热的?
426,426,芭夯兔（温江店）,小糖糖2020,超级满意，要是没在美团上看到，我都不知道温江还有芭夯兔，好多年没吃过了，味道依然的好，就餐环境也超级棒，服务也很好，每个人都很和善，笑眯眯的，是一次很好很完美的体验，全力推荐大家去，真的真的很不错哦！
427,427,芭夯兔（温江店）,W米粒大大,吃过很多次啦、这个算是自贡特色火锅吧？汤很鲜美、肉质细嫩，兔兔那么就是拿来吃的嘛……哈哈哈。价格还是比较实惠的、有时候三个女生点个小锅再随便加点素菜就都够了、汤我巨爱喝，鸭脑壳味道很不错、推荐加兔肉抄手、
428,428,芭夯兔（温江店）,koZ724440580,味道一如既往地好，专程从大邑到温江芭夯兔店吃饭！
429,429,芭夯兔（温江店）,怪兽Paw,「#套餐：温馨尝鲜双人餐」分量很足！也很好吃！店员特别热情！
430,430,芭夯兔（温江店）,vFI727395934,温江兔子最棒的一家
431,431,芭夯兔（温江店）,yML462926052,环境很好，干净整洁，服务也挺好，汤好喝，很鲜，值得推荐。
432,432,芭夯兔（温江店）,DMBDMB1314,肉质鲜嫩，口感不错，味道不错，服务不错！
433,433,芭夯兔（温江店）,JIO500351972,一如既往的味道，兔子很新鲜，鸭脑壳味道很好
434,434,芭夯兔（温江店）,爱美皮皮兔,此次用餐总体来说不错，觉得比较认可的地方有：配菜合理、口味不错、份量充足、服务到位。两个人吃撑了，还没有吃完，味道不错！
435,435,芭夯兔（温江店）,supersun555,很满意的一次就餐体验，整体评价的话我觉得：配菜合理、服务到位、份量充足、环境优美、菜品丰富、口味不错。不仅有兔子，还有鸭头和圆子，四个大人一个小孩再点一个兔肚一个舒肉，美滋滋，店家还送了红糖茲吧和鲜扎西瓜汁，太丰富了，值得一试
436,436,芭夯兔（温江店）,vFI727395934,非常好
437,437,芭夯兔（温江店）,珠拉_,特别好，看的时候正好抢到秒杀的双人餐，超划算，三个人吃的很饱，份量足够，菜品也很新鲜，味道一如既往的好，吃过很多次了。另外服务生态度也很好，推荐。
438,438,芭夯兔（温江店）,vFI727395934,吃过太多回
439,439,芭夯兔（温江店）,FaG169588901,很不错  团的秒杀  分量很足  汤很鲜 兔肉很嫩  鸭头也不错
440,440,芭夯兔（温江店）,iZa426430951,环保很好，阿姨很热闹，兔肉嫩嫩的不管是沾着青椒味酱还是酱香的，都很好吃，份量也很足，我们两个女生完全吃不完啊
441,441,芭夯兔（温江店）,koZ724440580,不错，省钱又实惠，值得购买！推荐大家购买！
442,442,芭夯兔（温江店）,mlW288817887,非常好哦  我们两个人还给我们安排了个包间哈哈哈 很划算也很好吃
443,443,芭夯兔（温江店）,bbz621869367,这次就餐整体感觉很赞，比较满意的方面有：服务。
444,444,芭夯兔（温江店）,itx902487655,老板很热情，服务也很周到。菜品也很好
445,445,芭夯兔（温江店）,Hzh502490236,天气冷的时候来吃，特别棒
446,446,芭夯兔（温江店）,AaS499211184,吃了一会才想到照相，味道很好?
447,447,芭夯兔（温江店）,Ghl788030763,套餐实惠分量大，两个人吃胀了都没吃完。服务很热情
448,448,芭夯兔（温江店）,nEJ695211515,多次来了，味道可以，多收了一个彩钱，发现后也马上退给我了
449,449,芭夯兔（温江店）,匿名用户,味道很鲜美，兔肉嫩滑爽口，服务也很好，分量很足，四人完全吃不完，唯一不好的是门口太难停车了。
450,450,芭夯兔（温江店）,余莉娇,好评，服务很好，套餐量也足，两个人没吃完打的包！调料不是很喜欢！
451,451,芭夯兔（温江店）,五星赛道,味道一般，可以随便吃吃，但是不要抱太高的希望
452,452,芭夯兔（温江店）,xvV27287754,很满意的一次就餐体验，整体评价的话我觉得：口味。
453,453,芭夯兔（温江店）,你的吃相,味道跟以前一样，老少皆宜减肥必吃哈哈，老板很贴心主动帮小朋友放了生日歌，总的来说宴会聚餐的好地方
454,454,芭夯兔（温江店）,匿名用户,环境好！服务好！味道好！是我吃过兔兔最没有骚味的！
455,455,芭夯兔（温江店）,佳哆哆281,此次用餐总体来说不错，觉得比较认可的地方有：菜品丰富、口味不错、配菜合理、服务到位、份量充足、环境优美。
456,456,芭夯兔（温江店）,飘飘女侠就是我,太划算了，两个人都吃到肚子巨撑「#套餐：温馨尝鲜双人餐」
457,457,芭夯兔（温江店）,_qq3z21411481778,很满意的一次就餐体验，整体评价的话我觉得：配菜合理、服务到位、口味不错、菜品丰富、份量充足、环境优美。
458,458,芭夯兔（温江店）,匿名用户,老年人喜欢，吃过很多次了，感觉人均越来越贵了，可能是份量少了。
459,459,芭夯兔（温江店）,hNg923546961,超级好吃买买买！来买吧喜欢的的来吃吧？来吧开采喜欢的就来！来吧来吧来吧吃吧吃吧
460,460,芭夯兔（温江店）,张波783,这次就餐整体感觉很赞，比较满意的方面有：口味、环境、性价比、服务、团购接待。
461,461,芭夯兔（温江店）,晓风mrjh,好吃！鸭头味道好，汤也好喝，分量很不错，两个女生没有吃完。
462,462,芭夯兔（温江店）,vXi177696908,芭夯兔吃了10年了还是那么好吃
463,463,芭夯兔（温江店）,pGg655353437,超值
464,464,芭夯兔（温江店）,poW235416911,不错哈首先，干净卫生、兔肉肉又嫩又滑，又鲜、殿堂那明亮干净、店里的姐姐和妹妹帅哥态度超级好！动作又快上菜也快。?两个朋友一起过生日！还送了两碗长寿面！就是高兴吃忘了拍照片五个人吃了300块钱不到、啊，简直吃的走不动了。?总之一次愉快的就餐，下次一定会来的。?
465,465,芭夯兔（温江店）,匿名用户,服务友好，兔子好吃，鸭头超好吃，量还多，吃不完都打包回去了
466,466,芭夯兔（温江店）,_qqk421433230005,不错，分量很足，没有吃完
467,467,芭夯兔（温江店）,芙色,这次就餐整体感觉很赞，比较满意的方面有：配菜合理、服务到位、菜品丰富、口味不错、份量充足、环境优美。
468,468,芭夯兔（温江店）,Alina王钰炯,吃了很多次多次多次多次
469,469,芭夯兔（温江店）,匿名用户,味道很好，老板大哥全程笑眯眯的，服务很贴心！
470,470,芭夯兔（温江店）,沈蓉123456,很不错的一次购买！希望商家能够再做活动，吃的饱饱哒散步回家了！忘了拍照了
471,471,芭夯兔（温江店）,狼郎风行,美团标价和到店价不一致，有图为证，美团打折实际算下来和到店价基本一致，菜品还限制了。找店家协商无果，他们说是正常的，本来就不一样，感觉被欺骗来了，只能一心了。
472,472,芭夯兔（温江店）,cLp164422864,吃好多次了带老年人和娃娃来吃，都喜欢吃，肉嫩，还不辣
473,473,芭夯兔（温江店）,bFo439102752,味道不错，有老人小孩的好去处
474,474,芭夯兔（温江店）,匿名用户,很满意的一次就餐体验，整体评价的话我觉得：配菜合理、环境优美、口味不错、服务到位、份量充足、菜品丰富。
475,475,芭夯兔（温江店）,Ypv114259209,这次就餐整体感觉很赞，比较满意的方面有：配菜合理、口味不错、份量充足、服务到位、菜品丰富、环境优美。
476,476,芭夯兔（温江店）,匿名用户,这次就餐整体感觉很赞，比较满意的方面有：配菜合理、口味不错、份量充足、服务到位、菜品丰富、环境优美。
477,477,芭夯兔（温江店）,wangyu751027,味道不错，菜品丰富，上菜很快，248元送了两个点心，一个卤菜，四道配菜，值了。
478,478,芭夯兔（温江店）,Dll46692711,是老店了，经常来吃，这次又带爸妈来，都很满意。服务热情态度好，套餐分量合适，三个人吃没问题。
479,479,芭夯兔（温江店）,匿名用户,这次就餐整体感觉很赞，比较满意的方面有：配菜合理。
480,480,芭夯兔（温江店）,YYQX千玺hhh,好吃还不错，以前就很喜欢这家店 。口味没怎么变过
481,481,芭夯兔（温江店）,星语星愿10,非常满意
482,482,芭夯兔（温江店）,IKa811208781,不错，味道和分量都很不错，有时间还会再去
483,483,芭夯兔（温江店）,陳年轻,好
484,484,芭夯兔（温江店）,lza707493354,一如既往的好吃，吃了很多次啦，都算是老熟人。
485,485,芭夯兔（温江店）,bKe932449579,味道可以，份量也还够
486,486,芭夯兔（温江店）,隱身r垨候,挺好吃的，不止一次去吃了，分量很足，兔肉也很嫩，汤也好喝，每次和女朋友去点个情侣套餐再加几个菜都吃不完
487,487,芭夯兔（温江店）,YDl973187648,还可以。一家三口，剩下一点吃不完。糍粑不错。
488,488,芭夯兔（温江店）,匿名用户,真心不错
489,489,芭夯兔（温江店）,袁周率,味道倒是统一的味道。就是服务太差。叫服务员打米饭，服务员直接说搞不赢。也是第一次遇到这么奇葩的服务
490,490,芭夯兔（温江店）,kgj423856582,很满意的一次就餐体验，整体评价的话我觉得：口味不错。
491,491,芭夯兔（温江店）,匿名用户,超级够吃，也特好吃。强烈推荐。 还有店里的叔叔阿姨都超级可爱，哈哈哈。 两个人还剩冬瓜和南瓜饼都没有吃，锅里还剩了好多肉丸。 爱了，下次还回去的。
492,492,芭夯兔（温江店）,VWC7680926,味道很好
493,493,芭夯兔（温江店）,cqy19981010,这次就餐整体感觉很赞，比较满意的方面有：口味不错。
494,494,芭夯兔（温江店）,qVh481148728,很好吃，很不错，值得去吃
495,495,芭夯兔（温江店）,hqn335349935,环境很好，兔肉、糍粑、鸭脑壳敲好吃?
496,496,芭夯兔（温江店）,BhW214412247,都挺好
497,497,芭夯兔（温江店）,TCc313854626,此次用餐总体来说不错，觉得比较认可的地方有：配菜合理、口味不错。
498,498,芭夯兔（温江店）,匿名用户,价格实惠，味道也不错，服务态度也很好。推荐！
499,499,芭夯兔（温江店）,风继续吹吹吹0889,家中老年人很适合，肉质松软，口味适中，有营养
500,500,芭夯兔（温江店）,SXX417758565,很满意的一次就餐体验，整体评价的话我觉得：配菜合理。
501,501,芭夯兔（温江店）,UzZ742235387,味道不错，分量足，汤也挺好喝。
502,502,芭夯兔（温江店）,张颖（芸）,好吃，菜品新鲜
503,503,芭夯兔（温江店）,LXJ琳小姐,经常在这家吃兔子，菜品味道比较温柔，老少皆宜
504,504,芭夯兔（温江店）,晓月泠风,此次用餐总体来说不错，觉得比较认可的地方有：口味好。
505,505,芭夯兔（温江店）,EEu830636094,味道一如既往好
506,506,芭夯兔（温江店）,南柯故人ID,很不错，好评
507,507,芭夯兔（温江店）,VvQ552578473,很满意的一次就餐体验，整体评价的话我觉得：配菜合理。
508,508,芭夯兔（温江店）,JLG909271297,味道还是可以，就是价格偏贵一些
509,509,芭夯兔（温江店）,匿名用户,挺不错的。
510,510,芭夯兔（温江店）,匿名用户,味道很清淡，蘸碟有点单一
511,511,芭夯兔（温江店）,只为了你1987,不错不错，经常跟朋友来吃
512,512,芭夯兔（温江店）,匿名用户,经常去温江这家店吃，喜欢喝这里的汤，兔子肉肉也很嫩，吃起感觉很不错，男女老少皆宜，要是能推出更实惠的套餐就更好了，或者搞一点充值赠送的活动，个人意见，仅供参考，哈哈哈，我们五个人吃了三百元，整体还是不错，下次还会去～
513,513,芭夯兔（温江店）,紫蔷薇fanxia,不错，好吃
514,514,芭夯兔（温江店）,wNd737651326,小朋友最爱这口，本人最爱清椒酱，鲜香麻辣
515,515,芭夯兔（温江店）,lCZ732170186,确实温江最好吃的兔子 没有之一
516,516,芭夯兔（温江店）,lCZ732170186,来了好几次 都是会员了
